Nom de la chaîne,Satellite,Fréquence,Polarisation,Symbol Rate,Type Service,Type Vidéo
ORF2S HD,Astra1,11273,0,22000,0,27
ORF2St HD,Astra1,11273,0,22000,0,27
ORF2T HD,Astra1,11273,0,22000,0,27
ORF2V HD,Astra1,11273,0,22000,0,27
ORF2W HD,Astra1,11303,0,22000,0,27
OTVA HD,Astra1,11553,0,22000,0,27
Olympia TV,Astra1,12285,1,29700,0,27
One Terra,Astra1,12110,0,27500,0,27
One Terra HD,Astra1,12640,1,23500,0,27
PANNEAU ARRET G5,Astra1,11934,1,29700,0,27
PARAMOUNT,Astra1,11097,1,22000,0,2
PARIS PREMIERE,Astra1,12207,1,29700,0,27
PASS PINK X,Astra1,12363,1,27500,0,2
PASS XXL DORCEL,Astra1,12363,1,27500,0,2
PINK X,Astra1,12168,1,29700,0,27
PIWI+,Astra1,12012,1,29700,0,27
PLANETE+,Astra1,12207,1,29700,0,27
PLANETE+AVENTURE,Astra1,12402,1,29700,0,27
PLANETE+CRIME,Astra1,12090,1,29700,0,27
PLAYBOY TV,Astra1,10876,1,22000,0,2
POLAR+,Astra1,11895,1,29700,0,27
PORTADA,Astra1,10847,1,22000,0,2
PORTADA,Astra1,10847,1,22000,0,2
PULS 24 HD,Astra1,11671,0,22000,0,27
PULS 4 Austria,Astra1,12051,1,27500,0,2
PULS 4 HD Austria,Astra1,11671,0,22000,0,27
Paramount Network,Astra1,12285,1,29700,0,27
Prime Sportsbar,Astra1,12032,0,27500,0,27
Pro7 MAXX,Astra1,12545,0,22000,0,2
Pro7 MAXX Austria,Astra1,11671,0,22000,0,2
Pro7 MAXX HD,Astra1,11464,0,22000,0,27
Pro7 MAXX HD Austria,Astra1,11464,0,22000,0,27
Pro7Sat.1 UHD,Astra1,10994,0,22000,0,36
ProSieben,Astra1,12545,0,22000,0,2
ProSieben Austria,Astra1,12051,1,27500,0,2
ProSieben HD,Astra1,11464,0,22000,0,27
ProSieben HD Austria,Astra1,11671,0,22000,0,27
Promo TSA,Astra1,11377,1,22000,0,27
QVC,Astra1,12460,0,27500,0,2
QVC Deutschland,Astra1,12552,1,22000,0,2
QVC HD,Astra1,10773,0,22000,0,27
QVC STYLE HD,Astra1,10964,0,22000,0,27
QVC UHD,Astra1,11288,1,22000,0,36
QVC ZWEI HD,Astra1,10803,0,22000,0,27
QVC2,Astra1,12552,1,22000,0,2
R9 Oesterreich HD,Astra1,11273,0,22000,0,27
REGIO TV,Astra1,12480,1,27500,0,27
RFM TV,Astra1,12402,1,29700,0,27
RMC DECOUVERTE,Astra1,11856,1,29700,0,27
RMC LIFE,Astra1,12552,1,22000,0,27
RMC LIFE,Astra1,12552,1,22000,0,27
RMC STORY,Astra1,11895,1,29700,0,27
RTL Austria,Astra1,12226,0,27500,0,27
RTL Bayern,Astra1,12188,0,27500,0,2
RTL HB NDS,Astra1,12188,0,27500,0,2
RTL HD,Astra1,10832,0,22000,0,27
RTL HD Austria,Astra1,11082,0,22000,0,27
RTL HH SH,Astra1,12188,0,27500,0,2
RTL Regional NRW,Astra1,12188,0,27500,0,2
RTL Television,Astra1,12188,0,27500,0,2
RTL UHD,Astra1,11391,0,22000,0,36
RTL9,Astra1,12285,1,29700,0,27
RTLSport 1,Astra1,12032,0,27500,0,27
RTLSport 2,Astra1,12032,0,27500,0,27
RTLZWEI,Astra1,12188,0,27500,0,2
RTLZWEI Austria,Astra1,12226,0,27500,0,27
RTLZWEI HD,Astra1,10832,0,22000,0,27
RTLZWEI HD Austria,Astra1,11082,0,22000,0,27
RTLup,Astra1,12188,0,27500,0,2
RTLup Austria,Astra1,11244,0,22000,0,27
RTLup HD,Astra1,10832,0,22000,0,27
Radio Bremen HD,Astra1,11053,0,22000,0,27
RheinMain TV,Astra1,12633,0,22000,0,27
RiC NEU,Astra1,11303,0,22000,0,27
Romance TV,Astra1,11758,0,27500,0,27
SACHSEN EINS,Astra1,11068,1,22000,0,27
SAT.1,Astra1,12545,0,22000,0,2
SAT.1 A,Astra1,12051,1,27500,0,2
SAT.1 Bayern,Astra1,12545,0,22000,0,2
SAT.1 GOLD HD,Astra1,11464,0,22000,0,27
SAT.1 GOLD HD Austria,Astra1,11464,0,22000,0,27
SAT.1 Gold,Astra1,12545,0,22000,0,2
SAT.1 Gold HD,Astra1,11112,0,22000,0,27
SAT.1 Gold HD Austria,Astra1,11112,0,22000,0,27
SAT.1 Gold Österreich,Astra1,11671,0,22000,0,2
SAT.1 HD,Astra1,11464,0,22000,0,27
SAT.1 HD Austria,Astra1,11671,0,22000,0,27
SAT.1 HH/SH,Astra1,12051,1,27500,0,2
SAT.1 NRW,Astra1,12545,0,22000,0,2
SAT.1 NS/Bremen,Astra1,12051,1,27500,0,2
SAT.1 RhlPf/Hessen,Astra1,12051,1,27500,0,2
SAT.1 emotions,Astra1,11671,0,22000,0,27
SBN International,Astra1,12552,1,22000,0,2
SENDER NEU JERUSALEM,Astra1,11068,1,22000,0,27
SERIE CLUB,Astra1,11934,1,29700,0,27
SERIEN+,Astra1,12110,0,27500,0,27
SES Astra 1,Astra1,12344,0,27500,0,36
SES UHD Demo Channel,Astra1,10994,0,22000,0,36
SES UHD Demo Channel 02,Astra1,10994,0,22000,0,36
SES UHD Demo Channel 03,Astra1,10994,0,22000,0,36
SES UHD Demo Channel 04,Astra1,10994,0,22000,0,36
SES UHD Demo Channel 05,Astra1,10994,0,22000,0,36
SES UHD Demo Channel 06,Astra1,10994,0,22000,0,36
SEX-Kontakte,Astra1,12633,0,22000,0,2
SIXX HD,Astra1,11464,0,22000,0,27
SPORT1,Astra1,12480,1,27500,0,2
SPORT1 HD,Astra1,10803,0,22000,0,27
SPORTDIGITAL FUSSBALL HD,Astra1,11186,1,22000,0,27
SR Fernsehen HD,Astra1,11053,0,22000,0,27
STAR Channel,Astra1,11318,1,22000,0,2
STEST1,Astra1,11798,0,27500,0,27
STEST2,Astra1,12304,0,27500,0,27
SUPER RTL,Astra1,12188,0,27500,0,2
SUPER RTL A,Astra1,12226,0,27500,0,27
SUPER RTL HD,Astra1,11082,0,22000,0,27
SWR BW HD,Astra1,11494,0,22000,0,27
SWR RP HD,Astra1,11494,0,22000,0,27
SYFY,Astra1,10876,1,22000,0,2
SYFY,Astra1,12304,0,27500,0,27
Schlager Deluxe,Astra1,10921,0,22000,0,2
Seasons,Astra1,12285,1,29700,0,27
Service 13101,Astra1,12663,0,22000,0,27
Service 13111,Astra1,12663,0,22000,0,27
Service_MENA_03,Astra1,12324,1,29700,0,27
ServusTV HD Oesterreich,Astra1,11303,0,22000,0,27
Sexy Girls TV,Astra1,12633,0,22000,0,2
Sexy Treff TV,Astra1,12633,0,22000,0,2
Shop LC,Astra1,12633,0,22000,0,2
Shop LC,Astra1,12663,0,22000,0,27
ShopLC HD,Astra1,10773,0,22000,0,27
Sky Atlantic,Astra1,11992,0,27500,0,27
Sky Cinema Action,Astra1,12032,0,27500,0,27
Sky Cinema Classics,Astra1,12304,0,27500,0,27
Sky Cinema Family,Astra1,11758,0,27500,0,27
Sky Cinema Highlights,Astra1,11992,0,27500,0,27
Sky Cinema Premiere,Astra1,11914,0,27500,0,27
Sky Crime,Astra1,11914,0,27500,0,27
Sky Documentaries,Astra1,11992,0,27500,0,27
Sky Krimi,Astra1,12032,0,27500,0,27
Sky Nature,Astra1,11914,0,27500,0,27
Sky News Intl,Astra1,12604,0,22000,0,2
Sky One,Astra1,11758,0,27500,0,27
Sky Replay,Astra1,12304,0,27500,0,27
Sky Showcase,Astra1,12382,0,27500,0,27
Sky Sport 1,Astra1,11914,0,27500,0,27
Sky Sport 10,Astra1,12382,0,27500,0,27
Sky Sport 2,Astra1,11758,0,27500,0,27
Sky Sport 3,Astra1,12304,0,27500,0,27
Sky Sport 4,Astra1,12032,0,27500,0,27
Sky Sport 5,Astra1,12032,0,27500,0,27
Sky Sport 6,Astra1,11914,0,27500,0,27
Sky Sport 7,Astra1,12304,0,27500,0,27
Sky Sport 8,Astra1,11798,0,27500,0,27
Sky Sport 9,Astra1,12382,0,27500,0,27
Sky Sport Austria 1,Astra1,12032,0,27500,0,27
Sky Sport Austria 2,Astra1,11992,0,27500,0,27
Sky Sport Austria 3,Astra1,11758,0,27500,0,27
Sky Sport Austria 4,Astra1,12382,0,27500,0,27
Sky Sport Austria 5,Astra1,12382,0,27500,0,27
Sky Sport Austria 6,Astra1,11798,0,27500,0,27
Sky Sport Bundesliga,Astra1,12304,0,27500,0,27
Sky Sport Bundesliga ,Astra1,11758,0,27500,0,27
Sky Sport Bundesliga ,Astra1,11798,0,27500,0,36
Sky Sport Bundesliga ,Astra1,11914,0,27500,0,27
Sky Sport Bundesliga ,Astra1,12304,0,27500,0,27
Sky Sport Bundesliga ,Astra1,12304,0,27500,0,27
Sky Sport F1,Astra1,11914,0,27500,0,27
Sky Sport Golf,Astra1,11992,0,27500,0,27
Sky Sport Mix,Astra1,11758,0,27500,0,27
Sky Sport News,Astra1,12304,0,27500,0,27
Sky Sport Premier League,Astra1,12032,0,27500,0,27
Sky Sport Tennis,Astra1,11992,0,27500,0,27
Sky Sport Top Event,Astra1,11914,0,27500,0,27
Sky Sport UHD,Astra1,11798,0,27500,0,36
Sonnenklar TV,Astra1,12480,1,27500,0,2
Spirit TV,Astra1,12480,1,27500,0,2
Sportdigital1+,Astra1,11186,1,22000,0,27
StarParadies.TV,Astra1,11244,0,22000,0,27
Stimmungsgarten TV,Astra1,11273,0,22000,0,27
T18,Astra1,12207,1,29700,0,27
TCM,Astra1,11038,1,22000,0,2
TELE 5,Astra1,12480,1,27500,0,2
TELE 5 HD,Astra1,12574,0,22000,0,27
TELE 5 HD,Astra1,12344,0,27500,0,27
TELE 5 HD Austria,Astra1,12574,0,22000,0,27
TELE 5 HD Austria,Astra1,12344,0,27500,0,27
TELECINCO,Astra1,10876,1,22000,0,2
TELEDEPORTE,Astra1,11038,1,22000,0,2
TELEGOLD SD,Astra1,12633,0,22000,0,27
TELETOON+,Astra1,12090,1,29700,0,27
TELETOON+,Astra1,12207,1,29700,0,27
TEST DZ5.,Astra1,10758,1,22000,0,2
TEST F1,Astra1,10788,1,22000,0,2
TEST RA,Astra1,10847,1,22000,0,2
TEST TOROS,Astra1,11097,1,22000,0,2
TEST TXP44,Astra1,11127,1,22000,0,2
TEST TXP60,Astra1,10876,1,22000,0,2
TEST TXP64,Astra1,10936,1,22000,0,2
TEST2 TXP44,Astra1,11127,1,22000,0,2
TEST3 TXP44,Astra1,11127,1,22000,0,2
TEST4 TXP44,Astra1,11127,1,22000,0,2
TEST5 TXP44,Astra1,11127,1,22000,0,2
TEST_CSD1,Astra1,10847,1,22000,0,2
TEST_CSD2,Astra1,10847,1,22000,0,2
TEST_CSD3,Astra1,10847,1,22000,0,2
TEST_CSD4,Astra1,10847,1,22000,0,2
TEST_CSD5,Astra1,10847,1,22000,0,2
TEVA,Astra1,12402,1,29700,0,27
TF1,Astra1,12168,1,29700,0,27
TF1 SERIES FILMS,Astra1,12402,1,29700,0,27
TFX,Astra1,11856,1,29700,0,27
TIJI,Astra1,12402,1,29700,0,27
TJ,Astra1,10847,1,22000,0,2
TLC,Astra1,12460,0,27500,0,2
TLC Austria,Astra1,12148,0,27500,0,2
TLC HD,Astra1,10964,0,22000,0,27
TLC HD,Astra1,12344,0,27500,0,27
TLC HD Austria,Astra1,10964,0,22000,0,27
TLC HD Austria,Astra1,12344,0,27500,0,27
TMC,Astra1,11856,1,29700,0,27
TOGGO plus,Astra1,12188,0,27500,0,2
TOUS VOS PROGRAMMES,Astra1,12363,1,27500,0,2
TPMP,Astra1,12207,1,29700,0,27
TRACE URBAN,Astra1,12090,1,29700,0,27
TRT WORLD HD,Astra1,11538,1,22000,0,27
TV BREIZH,Astra1,12402,1,29700,0,27
TV Berlin,Astra1,11303,0,22000,0,27
TV Trwam,Astra1,11288,1,22000,0,27
TV1 OOE NEU,Astra1,11273,0,22000,0,27
TV5 MONDE,Astra1,11934,1,29700,0,27
TV5 MONDE EUROPE HD,Astra1,11538,1,22000,0,27
TVGA EUROPA HD,Astra1,11377,1,22000,0,27
TVRI World,Astra1,12515,0,22000,0,27
TeleSex TV,Astra1,12633,0,22000,0,2
Telesur English,Astra1,11377,1,22000,0,27
Telesur HD,Astra1,11068,1,22000,0,27
Toute L Histoire,Astra1,12285,1,29700,0,27
Traumfrauen TV,Astra1,12633,0,22000,0,2
UHD1 by ASTRA / HD+,Astra1,10994,0,22000,0,36
UNIONTV,Astra1,12090,1,29700,0,27
USHUAIA TV,Astra1,12168,1,29700,0,27
Universal TV,Astra1,11798,0,27500,0,27
Unname,Astra1,10758,1,22000,0,2
Unname,Astra1,10758,1,22000,0,2
Unname,Astra1,10758,1,22000,0,2
Unname,Astra1,10758,1,22000,0,2
Unname,Astra1,10758,1,22000,0,2
Unname,Astra1,10788,1,22000,0,2
Unname,Astra1,10788,1,22000,0,2
Unname,Astra1,10788,1,22000,0,2
Unname,Astra1,10788,1,22000,0,2
Unname,Astra1,10788,1,22000,0,2
Unname,Astra1,10788,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10847,1,22000,0,2
Unname,Astra1,10936,1,22000,0,27
Unname,Astra1,10936,1,22000,0,27
Unname,Astra1,10936,1,22000,0,27
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,11097,1,22000,0,2
Unname,Astra1,12363,1,27500,0,2
Unname,Astra1,12363,1,27500,0,2
Unname,Astra1,12363,1,27500,0,2
Unname,Astra1,12363,1,27500,0,2
Unname,Astra1,12363,1,27500,0,2
Unname,Astra1,12363,1,27500,0,2
Unname,Astra1,12363,1,27500,0,2
Unname,Astra1,12728,1,23500,0,27
Unname,Astra1,12728,1,23500,0,36
Unname,Astra1,12728,1,23500,0,36
VIXEN,Astra1,12012,1,29700,0,27
VOX,Astra1,12188,0,27500,0,2
VOX Austria,Astra1,12226,0,27500,0,27
VOX HD,Astra1,10832,0,22000,0,27
VOX HD Austria,Astra1,11082,0,22000,0,27
VOXup,Astra1,12226,0,27500,0,2
VOXup HD,Astra1,10832,0,22000,0,27
Vivid,Astra1,12515,0,22000,0,27
Vivid CZ,Astra1,12515,0,22000,0,27
W9,Astra1,12168,1,29700,0,27
WAIDWERK,Astra1,11186,1,22000,0,27
WARNERTV,Astra1,11038,1,22000,0,2
WDR HD Aachen,Astra1,11523,0,22000,0,27
WDR HD Bielefeld,Astra1,11523,0,22000,0,27
WDR HD Bonn,Astra1,11523,0,22000,0,27
WDR HD Dortmund,Astra1,11523,0,22000,0,27
WDR HD Duisburg,Astra1,11523,0,22000,0,27
WDR HD Düsseldorf,Astra1,11523,0,22000,0,27
WDR HD Essen,Astra1,11523,0,22000,0,27
WDR HD Köln,Astra1,11523,0,22000,0,27
WDR HD Münster,Astra1,11523,0,22000,0,27
WDR HD Siegen,Astra1,11523,0,22000,0,27
WDR HD Wuppertal,Astra1,11523,0,22000,0,27
WDR Mediathek (Internet),Astra1,11523,0,22000,0,36
WELT,Astra1,12545,0,22000,0,2
WELT HD,Astra1,10773,0,22000,0,27
WELT HD Austria,Astra1,10773,0,22000,0,27
WOTSCH,Astra1,11553,0,22000,0,27
Warner TV Comedy,Astra1,12382,0,27500,0,27
Warner TV Film,Astra1,12032,0,27500,0,27
Warner TV Serie,Astra1,11798,0,27500,0,27
XXL,Astra1,12285,1,29700,0,27
XXL,Astra1,12285,1,29700,0,27
Xplore,Astra1,12110,0,27500,0,27
Xplore HD,Astra1,12640,1,23500,0,27
ZDF HD,Astra1,11362,0,22000,0,27
ZDF SD,Astra1,11954,0,27500,0,2
ZDFinfo HD,Astra1,11347,1,22000,0,27
ZDFinfo SD,Astra1,11954,0,27500,0,2
Zwei Music Television,Astra1,11836,0,27500,0,27
a.tv HD,Astra1,11553,0,22000,0,27
a.tv HD .,Astra1,11553,0,22000,0,27
alt_K-TV,Astra1,12633,0,22000,0,2
alt_WDR Test A,Astra1,12422,0,27500,0,2
arte HD,Astra1,11494,0,22000,0,27
eSportsOne,Astra1,11186,1,22000,0,27
hr-fernsehen HD,Astra1,10891,0,22000,0,27
kabel eins,Astra1,12545,0,22000,0,2
kabel eins Doku,Astra1,12545,0,22000,0,2
kabel eins HD,Astra1,11464,0,22000,0,27
kabel eins HD Austria,Astra1,11464,0,22000,0,27
kabel eins classics,Astra1,11671,0,22000,0,27
kabel1 Doku austria,Astra1,11671,0,22000,0,2
krone.tv,Astra1,11273,0,22000,0,27
meinTVshop,Astra1,12480,1,27500,0,2
münchen.tv HD,Astra1,11553,0,22000,0,27
ntv,Astra1,12188,0,27500,0,2
ntv Austria,Astra1,11082,0,22000,0,27
ntv HD,Astra1,10832,0,22000,0,27
oe24.TV HD,Astra1,11273,0,22000,0,27
pearl.tv HD Shop,Astra1,12574,0,22000,0,27
pearl.tv Shop,Astra1,12148,0,27500,0,2
phoenix HD,Astra1,11582,0,22000,0,27
rbb Berlin HD,Astra1,10891,0,22000,0,27
rbb Brandenburg HD,Astra1,10891,0,22000,0,27
rfo Regional Fernsehen Ober,Astra1,11553,0,22000,0,27
sixx,Astra1,12545,0,22000,0,2
sixx AUSTRIA,Astra1,11671,0,22000,0,2
sixx HD Austria,Astra1,11464,0,22000,0,27
sonnenklar.TV HD,Astra1,12574,0,22000,0,27
sportdigital EDGE,Astra1,11186,1,22000,0,27
tagesschau24 HD,Astra1,11053,0,22000,0,27
tv.ingolstadt HD,Astra1,11553,0,22000,0,27
volksmusik.tv,Astra1,11836,0,27500,0,27
zdf_neo HD,Astra1,11362,0,22000,0,27
zdf_neo SD,Astra1,11954,0,27500,0,2
-frisbee-,Hotbird,11862,0,29900,0,27
13 Ulica HD,Hotbird,10911,1,27500,0,27
13 Ulica HD,Hotbird,10911,1,27500,0,27
20Mediaset HD,Hotbird,11432,1,29900,0,27
24 Kitchen,Hotbird,12635,1,29900,0,2
24 Kitchen,Hotbird,12635,1,30000,0,2
24h,Hotbird,12303,1,27500,0,27
27Twentyseven HD,Hotbird,11432,1,29900,0,27
2M MONDE HD,Hotbird,10873,1,27500,0,27
2M Monde,Hotbird,12476,0,29900,0,27
4Fun Dance,Hotbird,10758,1,27500,0,27
4Fun Kids,Hotbird,10758,1,27500,0,27
4Fun.TV,Hotbird,10758,1,27500,0,27
6TER,Hotbird,10892,0,27500,0,27
6TER,Hotbird,11681,0,27500,0,27
7360,Hotbird,12188,1,27500,0,27
8 TV RU,Hotbird,11034,1,27500,0,2
A3 HD,Hotbird,12520,1,27500,0,27
AB1,Hotbird,12692,0,27500,0,27
AB1,Hotbird,11900,0,27500,0,27
ABUDHABI TV HD,Hotbird,11747,0,27500,0,27
ACISPORT TV,Hotbird,12577,0,27500,0,27
ACTION,Hotbird,12692,0,27500,0,27
ACTION,Hotbird,11900,0,27500,0,27
ADVENTURE HD,Hotbird,10719,1,27500,0,27
ADVENTURE HD,Hotbird,11278,1,27500,0,27
AFV Americas Funniest,Hotbird,11355,1,27500,0,27
AIRMONT,Hotbird,11137,0,27500,0,27
AL Arabia HD,Hotbird,11747,0,27500,0,27
AL MALAKOOT SAT – THE KING,Hotbird,12520,1,27500,0,2
AL SHARJAH HD,Hotbird,11747,0,27500,0,27
AL SHARQIYA HD,Hotbird,11747,0,27500,0,27
AL24 News test,Hotbird,12149,1,27500,0,27
ALASSEMA TV,Hotbird,12303,1,27500,0,27
ALPHA HD,Hotbird,11823,0,27500,0,27
AMAZING FACTS,Hotbird,11296,0,27500,0,27
AMAZING FACTS,Hotbird,12520,1,27500,0,27
AMC,Hotbird,11449,0,27500,0,27
AMC,Hotbird,11449,0,27500,0,27
ANIMAUX,Hotbird,12692,0,27500,0,27
ANIMAUX,Hotbird,11900,0,27500,0,27
ANTENA,Hotbird,10719,1,27500,0,27
ANTENA,Hotbird,11278,1,27500,0,27
ARMPUB TV,Hotbird,11137,0,27500,0,2
ARTE,Hotbird,10892,0,27500,0,27
ARTE,Hotbird,11681,0,27500,0,27
ATTICA TV,Hotbird,12130,0,30000,0,27
AUTOMOTO la chaine,Hotbird,12692,0,27500,0,27
AUTOMOTO la chaine,Hotbird,11900,0,27500,0,27
AWE,Hotbird,11785,0,27500,0,27
AWE,Hotbird,11355,1,27500,0,27
AXN,Hotbird,12188,1,27500,0,27
AXN Black,Hotbird,12188,1,27500,0,27
AXN HD,Hotbird,12265,1,27500,0,27
AXN HD,Hotbird,12265,1,27500,0,27
AXN SPIN HD,Hotbird,11278,1,27500,0,27
AXN SPIN HD,Hotbird,11278,1,27500,0,27
AXN White,Hotbird,12188,1,27500,0,27
Active Family,Hotbird,11278,1,27500,0,27
Adult Pack Info,Hotbird,11938,0,30000,0,27
Adult Pack Info,Hotbird,11938,0,30000,0,27
Al Aoula Inter,Hotbird,10873,1,27500,0,2
Al Aoula Inter HD ,Hotbird,10873,1,27500,0,27
Al Ekhbaria HD,Hotbird,12558,1,27500,0,27
Al Hadath HD,Hotbird,11747,0,27500,0,27
Al Jazeera Documentary,Hotbird,12111,1,27500,0,2
Al Jazeera English HD,Hotbird,11137,0,27500,0,27
Al Jazeera HD,Hotbird,12577,0,27500,0,27
Al Jazeera Mubasher,Hotbird,12111,1,27500,0,2
Al Karma TV-ME,Hotbird,11179,0,27500,0,2
Al Maghribia HD,Hotbird,10873,1,27500,0,27
Al Mashhad,Hotbird,11747,0,27500,0,27
Al Mayadeen HD,Hotbird,11373,0,27500,0,27
Al Qamar HD,Hotbird,12303,1,27500,0,27
Al-Forat HD,Hotbird,11449,0,27500,0,36
Ale kino+ HD,Hotbird,11411,0,27500,0,27
Ale kino+ HD,Hotbird,11411,0,27500,0,27
Ale kino+ HD,Hotbird,11411,0,27500,0,27
Anewz,Hotbird,12520,1,27500,0,27
Angel TV Europe,Hotbird,12520,1,27500,0,2
Animal Planet HD,Hotbird,11804,1,30000,0,27
Animal Planet HD,Hotbird,11804,1,29700,0,27
Animal Planet Poland HD,Hotbird,11258,0,27500,0,27
Antena 3,Hotbird,12713,1,29900,0,27
Arena Action,Hotbird,12616,0,29900,0,27
Arena Action,Hotbird,12616,0,30000,0,27
Arena Comedy,Hotbird,12616,0,29900,0,27
Arena Comedy,Hotbird,12616,0,30000,0,27
Arena Life,Hotbird,12616,0,29900,0,27
Arena Life,Hotbird,12616,0,30000,0,27
Arryadia HD,Hotbird,10873,1,27500,0,27
Arte Atelier,Hotbird,11662,1,27500,0,27
Arte Investimenti,Hotbird,11179,0,27500,0,27
Asharq News Channel HD,Hotbird,11747,0,27500,0,27
Assadissa HD,Hotbird,10873,1,27500,0,27
Athaqafia HD,Hotbird,10873,1,27500,0,27
Ayozat TV,Hotbird,11785,0,27500,0,27
BAHRAIN TV,Hotbird,11566,0,29900,0,27
BAYYINAT,Hotbird,12149,1,27500,0,2
BBC Brit,Hotbird,12476,0,29900,0,27
BBC Brit,Hotbird,12476,0,29900,0,27
BBC Brit,Hotbird,12476,0,29900,0,27
BBC CBeebies,Hotbird,12476,0,29900,0,27
BBC CBeebies,Hotbird,12476,0,29900,0,27
BBC Earth HD,Hotbird,10719,1,27500,0,27
BBC Earth HD,Hotbird,10719,1,27500,0,27
BBC Earth HD,Hotbird,10719,1,27500,0,27
BBC FIRST,Hotbird,10719,1,27500,0,27
BBC FIRST,Hotbird,10719,1,27500,0,27
BBC FIRST,Hotbird,10719,1,27500,0,27
BBC Lifestyle HD,Hotbird,12476,0,29900,0,27
BBC Lifestyle HD,Hotbird,12476,0,29900,0,27
BBC News Europe,Hotbird,11034,1,27500,0,2
BBC Persian HD,Hotbird,12322,0,27500,0,27
BFM TV,Hotbird,12692,0,27500,0,27
BFM TV,Hotbird,11900,0,27500,0,27
BG Music Channel,Hotbird,12713,1,29900,0,27
BHTV,Hotbird,12635,1,29900,0,27
BHTV,Hotbird,12635,1,30000,0,27
BIGG TV,Hotbird,11240,1,27500,0,27
BIKE,Hotbird,12034,1,29900,0,27
BIKE,Hotbird,12054,0,29900,0,27
BIZNES24 HD,Hotbird,10796,1,27500,0,27
BNT 4,Hotbird,11823,0,27500,0,2
BNT 4,Hotbird,12635,1,29900,0,2
BNT 4,Hotbird,12635,1,30000,0,2
Baby TV,Hotbird,10727,0,30000,0,27
Baby TV,Hotbird,11373,0,27500,0,27
Baby TV,Hotbird,11642,0,27500,0,27
Balkanika,Hotbird,12616,0,29900,0,27
Balkanika,Hotbird,12616,0,30000,0,27
Bambini HD,Hotbird,12034,1,29900,0,27
Bare Knuckles Fighting Cham,Hotbird,11785,0,27500,0,27
Bare Knuckles Fighting Cham,Hotbird,11355,1,27500,0,27
Bayyinat TV,Hotbird,11373,0,27500,0,27
BeIN Movies Turk,Hotbird,12713,1,29900,0,27
Belarus Tomorrow,Hotbird,10949,1,27500,0,27
Bike Channel,Hotbird,12520,1,27500,0,27
Bloomberg BG,Hotbird,12635,1,29900,0,2
Bloomberg BG,Hotbird,12635,1,30000,0,2
Bloomberg European TV,Hotbird,11137,0,27500,0,2
Blue Hustler,Hotbird,10719,1,27500,0,27
Blue Hustler Nova,Hotbird,10719,1,27500,0,27
Blue Hustler SBB,Hotbird,10719,1,27500,0,27
Blue Sky,Hotbird,12130,0,30000,0,27
BogBlagTV,Hotbird,12520,1,27500,0,2
Boing HD,Hotbird,11432,1,29900,0,27
Boomerang,Hotbird,12034,1,29900,0,27
Boomerang +1,Hotbird,11977,0,29900,0,27
Brazzers HD Nova,Hotbird,10930,0,30000,0,27
Brazzers HD SBB,Hotbird,10930,0,30000,0,27
Brazzers TV,Hotbird,10930,0,30000,0,27
Bulgaria On Air,Hotbird,12635,1,29900,0,2
Bulgaria On Air,Hotbird,12635,1,30000,0,2
CACCIA e Pesca,Hotbird,12034,1,29900,0,27
CANAL+ 360,Hotbird,11411,0,27500,0,27
CANAL+ 360,Hotbird,11411,0,27500,0,27
CANAL+ 360,Hotbird,11411,0,27500,0,27
CANAL+ 360,Hotbird,11411,0,27500,0,27
CANAL+ 4K ULTRA HD,Hotbird,11278,1,27500,0,36
CANAL+ 4K ULTRA HD,Hotbird,11278,1,27500,0,36
CANAL+ 4K ULTRA HD,Hotbird,11278,1,27500,0,36
CANAL+ 4K ULTRA HD,Hotbird,11278,1,27500,0,36
CANAL+ 4K ULTRA HD,Hotbird,11278,1,27500,0,36
CANAL+ 4K ULTRA HD,Hotbird,11278,1,27500,0,36
