Nom de la chaîne,Satellite,Fréquence,Polarisation,Symbol Rate,Type Service,Type Vidéo
Kino TV HD,Hotbird,10892,0,27500,0,27
Kino TV HD,Hotbird,10892,0,27500,0,27
Kurdistan 24 HD,Hotbird,11373,0,27500,0,27
Kuwait TV1 HD,Hotbird,12399,0,29700,0,27
L'EQUIPE,Hotbird,10892,0,27500,0,27
L'EQUIPE,Hotbird,11681,0,27500,0,27
LA7 HD,Hotbird,11919,1,29900,0,27
LA7CINEMA,Hotbird,11919,1,29900,0,27
LCI,Hotbird,10892,0,27500,0,27
LCI,Hotbird,11681,0,27500,0,27
LCP,Hotbird,10892,0,27500,0,27
LCP,Hotbird,11681,0,27500,0,27
La C sat,Hotbird,11642,0,27500,0,27
La Trois,Hotbird,11411,0,27500,0,27
La Une HD,Hotbird,11411,0,27500,0,27
La5 HD,Hotbird,11432,1,29900,0,27
Laayoune TV HD,Hotbird,10873,1,27500,0,27
Lazio Style HD,Hotbird,11996,1,29900,0,27
Libya ALWatnieh,Hotbird,12399,0,29700,0,27
Love Nature 4K,Hotbird,11296,0,27500,0,36
Love Nature 4K,Hotbird,12380,1,30000,0,36
M1_TEST1,Hotbird,11823,0,27500,0,27
M4_SID15518,Hotbird,12130,0,30000,0,27
M6,Hotbird,10892,0,27500,0,27
M6,Hotbird,11681,0,27500,0,27
MANGAS,Hotbird,12692,0,27500,0,27
MANGAS,Hotbird,11900,0,27500,0,27
MARCOPOLO,Hotbird,11662,1,27500,0,27
MARCOPOLO TRAVEL TV,Hotbird,11373,0,27500,0,27
MARCOPOLO TRAVEL TV,Hotbird,11642,0,27500,0,27
MAX Sport 1 HD,Hotbird,12713,1,29900,0,27
MAX Sport 2 HD,Hotbird,12713,1,29900,0,27
MAX Sport 3 HD,Hotbird,12673,1,29900,0,27
MAX Sport 3 HD,Hotbird,12673,1,30000,0,27
MAX Sport 4 HD,Hotbird,12713,1,29900,0,27
MC EU,Hotbird,12322,0,27500,0,27
MC EU,Hotbird,11075,1,30000,0,27
MEGA HD,Hotbird,11823,0,27500,0,27
MEGA HD,Hotbird,11938,0,30000,0,27
MEGA NEWS HD,Hotbird,11938,0,30000,0,27
MS CHANNEL,Hotbird,12577,0,27500,0,27
MS MOTOR TV,Hotbird,12577,0,27500,0,27
MTA3 - Al Arabia,Hotbird,12111,1,27500,0,2
MTV,Hotbird,11804,1,30000,0,27
MTV,Hotbird,11804,1,29700,0,27
MTV 00s,Hotbird,12015,0,27500,0,27
MTV 00s,Hotbird,12616,0,29900,0,27
MTV 00s,Hotbird,11804,1,30000,0,27
MTV 00s,Hotbird,12616,0,30000,0,27
MTV 00s,Hotbird,11804,1,29700,0,27
MTV 80s,Hotbird,12713,1,29900,0,27
MTV 90s,Hotbird,12188,1,27500,0,27
MTV 90s,Hotbird,12616,0,29900,0,27
MTV 90s,Hotbird,12616,0,30000,0,27
MTV Commercial,Hotbird,12015,0,27500,0,27
MTV HD,Hotbird,11843,1,29900,0,27
MTV HD,Hotbird,12466,1,29900,0,27
MTV Hits,Hotbird,12713,1,29900,0,27
MTV Hits,Hotbird,11804,1,30000,0,27
MTV Hits,Hotbird,11804,1,29700,0,27
MTV Live HD,Hotbird,12015,0,27500,0,27
MTV Music,Hotbird,12034,1,29900,0,27
MTV Music,Hotbird,12034,1,29900,0,27
MTV Polska HD,Hotbird,12015,0,27500,0,27
MVMT Movement of Culture,Hotbird,11785,0,27500,0,27
MVMT Movement of Culture,Hotbird,11355,1,27500,0,27
Mango,Hotbird,12284,0,27500,0,27
Maspero Zaman,Hotbird,12692,0,27500,0,2
Med Music,Hotbird,12520,1,27500,0,2
Med TV,Hotbird,11662,1,27500,0,27
Mediaset,Hotbird,12713,1,29900,0,27
Mediaset Extra HD,Hotbird,11432,1,29900,0,27
Mediaset Italia2 HD,Hotbird,11432,1,29900,0,27
Medya Haber,Hotbird,11296,0,27500,0,27
Metro HD,Hotbird,11508,1,27500,0,27
Mezzo TV,Hotbird,10930,0,30000,0,2
Milady,Hotbird,11034,1,27500,0,2
Milan TV,Hotbird,12034,1,29900,0,27
MiniMini+ HD,Hotbird,11278,1,27500,0,27
MiniMini+ HD,Hotbird,11278,1,27500,0,27
MiniMini+ HD,Hotbird,11278,1,27500,0,27
Mix One,Hotbird,12692,0,27500,0,2
Motor Trend HD,Hotbird,11862,0,29900,0,27
MotorTrend HD,Hotbird,11393,1,27500,0,27
Motowizja HD,Hotbird,10796,1,27500,0,27
Motowizja HD,Hotbird,10892,0,27500,0,27
Museum 4K,Hotbird,10727,0,30000,0,36
Music Box,Hotbird,12520,1,27500,0,27
Music India,Hotbird,12303,1,27500,0,27
MyZen 4K,Hotbird,10727,0,30000,0,36
MyZen TV HD,Hotbird,12731,0,29900,0,27
MyZen TV HD,Hotbird,12731,0,30000,0,27
NASA TV HD,Hotbird,11373,0,27500,0,27
NATIONAL GEO HD,Hotbird,11278,1,27500,0,27
NATIONAL GEO HD,Hotbird,11278,1,27500,0,27
NATIONAL GEO HD,Hotbird,11278,1,27500,0,27
NG Wild,Hotbird,12635,1,29900,0,2
NG Wild,Hotbird,12635,1,30000,0,2
NG Wild HD,Hotbird,12673,1,29900,0,27
NG Wild HD,Hotbird,12673,1,30000,0,27
NHK WORLD-JAPAN,Hotbird,11373,0,27500,0,27
NOVA TV,Hotbird,12635,1,29900,0,2
NOVA TV,Hotbird,12635,1,30000,0,2
NOVE HD,Hotbird,11862,0,29900,0,27
NOVELAS+,Hotbird,11449,0,27500,0,27
NOVELAS+,Hotbird,11449,0,27500,0,27
NOVELAS+,Hotbird,11449,0,27500,0,27
NOVO 19,Hotbird,10892,0,27500,0,27
NOVO 19,Hotbird,11681,0,27500,0,27
NR1 HD,Hotbird,12731,0,29900,0,27
NR1 HD,Hotbird,12731,0,30000,0,27
NU TV,Hotbird,11296,0,27500,0,27
NUTA GOLD,Hotbird,10719,1,27500,0,27
NUTA GOLD,Hotbird,11278,1,27500,0,27
NUTA TV,Hotbird,10719,1,27500,0,27
NUTA TV,Hotbird,11278,1,27500,0,27
Nasa TV UHD,Hotbird,10727,0,30000,0,36
Nastoyashcheye Vremya,Hotbird,10949,1,27500,0,27
Nat Geo,Hotbird,12635,1,29900,0,2
Nat Geo,Hotbird,12635,1,30000,0,2
Nat Geo HD,Hotbird,12673,1,29900,0,27
Nat Geo HD,Hotbird,12673,1,30000,0,27
Nat Geo People HD,Hotbird,12284,0,27500,0,27
Nat Geo Wild HD,Hotbird,11804,1,30000,0,27
Nat Geo Wild HD,Hotbird,11804,1,29700,0,27
Nataly,Hotbird,11034,1,27500,0,2
National Geographic HD,Hotbird,12731,0,29900,0,27
National Geographic HD,Hotbird,12731,0,30000,0,27
National Geographic Wild HD,Hotbird,11488,0,27500,0,27
National Geographic Wild HD,Hotbird,11488,0,27500,0,27
National Geographic Wild HD,Hotbird,11488,0,27500,0,27
News HD,Hotbird,12034,1,29900,0,27
Nick Jr,Hotbird,12015,0,27500,0,27
Nick Jr,Hotbird,12034,1,29900,0,27
Nick Jr,Hotbird,12054,0,29900,0,27
Nick Jr. +1,Hotbird,11996,1,29900,0,27
Nick Jr. +1,Hotbird,12466,1,29900,0,27
Nick Junior,Hotbird,12713,1,29900,0,27
Nick Music,Hotbird,12015,0,27500,0,27
Nickelodeon,Hotbird,11823,0,27500,0,27
Nickelodeon,Hotbird,11862,0,29900,0,27
Nickelodeon,Hotbird,12015,0,27500,0,27
Nickelodeon,Hotbird,12466,1,29900,0,27
Nickelodeon,Hotbird,12616,0,29900,0,27
Nickelodeon,Hotbird,12616,0,30000,0,27
Nickelodeon +1,Hotbird,12034,1,29900,0,27
Nicktoons HD,Hotbird,12015,0,27500,0,27
Nicktoons HD,Hotbird,12015,0,27500,0,27
Nile Cinema,Hotbird,12692,0,27500,0,2
Nile Comedy,Hotbird,12692,0,27500,0,2
Nile Drama,Hotbird,12692,0,27500,0,2
Nile Life,Hotbird,12692,0,27500,0,2
Nile News,Hotbird,12692,0,27500,0,2
Nile News HD,Hotbird,12692,0,27500,0,27
Nile Sport,Hotbird,12692,0,27500,0,2
Noursat English,Hotbird,12577,0,27500,0,27
Nova HD,Hotbird,12635,1,29900,0,27
Nova HD,Hotbird,12635,1,30000,0,27
Nova News HD,Hotbird,12616,0,29900,0,27
Nova News HD,Hotbird,12616,0,30000,0,27
Novacinema1HD,Hotbird,12130,0,30000,0,27
Novacinema1HD Cy,Hotbird,12130,0,30000,0,27
Novacinema2HD,Hotbird,11938,0,30000,0,27
Novacinema2HD Cy,Hotbird,11938,0,30000,0,27
Novacinema3HD,Hotbird,11938,0,30000,0,27
Novacinema3HD Cy,Hotbird,11938,0,30000,0,27
Novacinema4HD,Hotbird,11823,0,27500,0,27
Novacinema4HD Cy,Hotbird,11823,0,27500,0,27
Novasports News HD,Hotbird,11938,0,30000,0,27
Novasports Premier League,Hotbird,11804,1,30000,0,27
Novasports Premier League,Hotbird,11804,1,29700,0,27
Novasports Prime HD,Hotbird,11804,1,30000,0,27
Novasports Prime HD,Hotbird,11804,1,29700,0,27
Novasports Prime HD CY,Hotbird,11804,1,30000,0,27
Novasports Prime HD CY,Hotbird,11804,1,29700,0,27
Novasports Start HD,Hotbird,11804,1,30000,0,27
Novasports Start HD,Hotbird,11804,1,29700,0,27
Novasports Start HD CY,Hotbird,11804,1,30000,0,27
Novasports Start HD CY,Hotbird,11804,1,29700,0,27
Novasports1HD,Hotbird,11804,1,30000,0,27
Novasports1HD,Hotbird,11804,1,29700,0,27
Novasports2HD,Hotbird,12130,0,30000,0,27
Novasports2HD Cy,Hotbird,12130,0,30000,0,27
Novasports3HD,Hotbird,11823,0,27500,0,27
Novasports3HD,Hotbird,12130,0,30000,0,27
Novasports3HD Cy,Hotbird,11823,0,27500,0,27
Novasports3HD Cy,Hotbird,12130,0,30000,0,27
Novasports5HD,Hotbird,11823,0,27500,0,27
Novasports5HD,Hotbird,11804,1,30000,0,27
Novasports5HD Cy,Hotbird,11823,0,27500,0,27
Novasports5HD Cy,Hotbird,11804,1,30000,0,27
Novasports6HD,Hotbird,11804,1,30000,0,27
Novasports6HD,Hotbird,11804,1,29700,0,27
Novasports6HD CY,Hotbird,11804,1,30000,0,27
Novasports6HD CY,Hotbird,11804,1,29700,0,27
Novasportsextra2HD,Hotbird,11804,1,30000,0,27
Novasportsextra2HD Cy,Hotbird,11804,1,30000,0,27
Novasportsextra4HD,Hotbird,11938,0,30000,0,27
Novasportsextra4HD Cy,Hotbird,11938,0,30000,0,27
NovasummerHD,Hotbird,12130,0,30000,0,27
Nove HD,Hotbird,11393,1,27500,0,27
Novela Tv,Hotbird,11662,1,27500,0,27
Novela Tv V1,Hotbird,11662,1,27500,0,27
Nowa TV,Hotbird,10758,1,27500,0,27
OMAN TV HD,Hotbird,12399,0,29700,0,27
ORLER TV,Hotbird,12520,1,27500,0,27
OST/WEST 24,Hotbird,10949,1,27500,0,27
One America News,Hotbird,11785,0,27500,0,27
One America News,Hotbird,11355,1,27500,0,27
One Channel HD,Hotbird,11938,0,30000,0,27
Outdoor Channel,Hotbird,11785,0,27500,0,27
Outdoor Channel,Hotbird,11355,1,27500,0,27
PADEL TIME TV,Hotbird,11900,0,27500,0,27
POWER TV,Hotbird,10719,1,27500,0,27
POWER TV,Hotbird,11278,1,27500,0,27
PPTV,Hotbird,12635,1,29900,0,2
PPTV,Hotbird,12635,1,30000,0,2
PPV HD,Hotbird,10911,1,27500,0,27
PRIMAFILA HCZ,Hotbird,12466,1,29900,0,27
Padel TV,Hotbird,11240,1,27500,0,27
Padel Time TV,Hotbird,12692,0,27500,0,27
Padre Pio Tv,Hotbird,11662,1,27500,0,27
Paramount Network Polska,Hotbird,12015,0,27500,0,27
Paramount Network Polska,Hotbird,12015,0,27500,0,27
Parole di Vita,Hotbird,11373,0,27500,0,27
People TV,Hotbird,11373,0,27500,0,27
People TV,Hotbird,11642,0,27500,0,27
Perets Int.,Hotbird,12616,0,29900,0,27
Perets Int.,Hotbird,12616,0,30000,0,27
Planete+ HD,Hotbird,11411,0,27500,0,27
Planete+ HD,Hotbird,11411,0,27500,0,27
Polo TV,Hotbird,10758,1,27500,0,27
Polo TV,Hotbird,10758,1,27500,0,27
Polonia 1,Hotbird,11662,1,27500,0,27
Polsat 2 HD,Hotbird,11158,1,27500,0,27
Polsat 2 HD,Hotbird,11158,1,27500,0,27
Polsat 2 HD ,Hotbird,11158,1,27500,0,27
Polsat Cafe HD,Hotbird,11158,1,27500,0,27
Polsat Cafe HD,Hotbird,11158,1,27500,0,27
Polsat Cafe HD,Hotbird,11158,1,27500,0,27
Polsat Cafe HD,Hotbird,11158,1,27500,0,27
Polsat Cafe HD,Hotbird,11158,1,27500,0,27
Polsat Comedy Central Extra,Hotbird,12015,0,27500,0,27
Polsat Doku HD,Hotbird,12265,1,27500,0,27
Polsat Doku HD,Hotbird,12265,1,27500,0,27
Polsat Film 2,Hotbird,12188,1,27500,0,27
Polsat Film 2 HD,Hotbird,10911,1,27500,0,27
Polsat Film HD,Hotbird,11158,1,27500,0,27
Polsat Film HD,Hotbird,11158,1,27500,0,27
Polsat Film HD,Hotbird,11158,1,27500,0,27
Polsat Film HD,Hotbird,11158,1,27500,0,27
Polsat Games HD,Hotbird,10758,1,27500,0,27
Polsat Games HD,Hotbird,10758,1,27500,0,27
Polsat HD,Hotbird,11158,1,27500,0,27
Polsat HD,Hotbird,11158,1,27500,0,27
Polsat HD,Hotbird,11158,1,27500,0,27
Polsat Jim Jam,Hotbird,12188,1,27500,0,27
Polsat Music HD,Hotbird,10758,1,27500,0,27
Polsat Music HD,Hotbird,10758,1,27500,0,27
Polsat News 2,Hotbird,11158,1,27500,0,27
Polsat News 2,Hotbird,11158,1,27500,0,27
Polsat News 2,Hotbird,11158,1,27500,0,27
Polsat News 2,Hotbird,11158,1,27500,0,27
Polsat News HD,Hotbird,11158,1,27500,0,27
Polsat News HD,Hotbird,11158,1,27500,0,27
Polsat News HD,Hotbird,11158,1,27500,0,27
Polsat News HD,Hotbird,11158,1,27500,0,27
Polsat News HD,Hotbird,11158,1,27500,0,27
Polsat News HD,Hotbird,11158,1,27500,0,27
Polsat News HD,Hotbird,11158,1,27500,0,27
Polsat News Polityka HD,Hotbird,12188,1,27500,0,27
Polsat News Polityka HD,Hotbird,12188,1,27500,0,27
Polsat Play HD,Hotbird,11158,1,27500,0,27
Polsat Play HD,Hotbird,11158,1,27500,0,27
Polsat Play HD ,Hotbird,11158,1,27500,0,27
Polsat Play HD ,Hotbird,11158,1,27500,0,27
Polsat Play HD ,Hotbird,11158,1,27500,0,27
Polsat Reality,Hotbird,12188,1,27500,0,27
Polsat Reality HD,Hotbird,10911,1,27500,0,27
Polsat Rodzina HD,Hotbird,12188,1,27500,0,27
Polsat Seriale HD,Hotbird,12188,1,27500,0,27
Polsat Seriale HD,Hotbird,12188,1,27500,0,27
Polsat Sport 1,Hotbird,12265,1,27500,0,27
Polsat Sport 1,Hotbird,12265,1,27500,0,27
Polsat Sport 2,Hotbird,12265,1,27500,0,27
Polsat Sport 2,Hotbird,12265,1,27500,0,27
Polsat Sport 3,Hotbird,12284,0,27500,0,27
Polsat Sport Extra 1,Hotbird,12265,1,27500,0,27
Polsat Sport Extra 2,Hotbird,12265,1,27500,0,27
Polsat Sport Extra 3,Hotbird,10911,1,27500,0,27
Polsat Sport Extra 4,Hotbird,10911,1,27500,0,27
Polsat Sport Fight HD,Hotbird,12284,0,27500,0,27
Polsat Sport Premium 1,Hotbird,11117,1,27500,0,27
Polsat Sport Premium 2,Hotbird,11117,1,27500,0,27
Polsat Viasat Explore HD,Hotbird,12188,1,27500,0,27
Polsat Viasat History HD,Hotbird,12265,1,27500,0,27
Polsat Viasat Nature HD,Hotbird,12284,0,27500,0,27
Polsat X HD,Hotbird,12188,1,27500,0,27
Primafila 3,Hotbird,12466,1,29900,0,27
Primafila 4,Hotbird,12466,1,29900,0,27
Primafila 5,Hotbird,12466,1,29900,0,27
Primafila HD,Hotbird,12034,1,29900,0,27
Prime Video Sportsbar,Hotbird,11843,1,29900,0,27
Prime Video Sportsbar,Hotbird,11996,1,29900,0,27
Private HD,Hotbird,10719,1,27500,0,27
Private HD Nova,Hotbird,10719,1,27500,0,27
Private HD SBB,Hotbird,10719,1,27500,0,27
Private TV,Hotbird,12713,1,29900,0,27
Program 5045,Hotbird,12713,1,29900,0,27
Provence,Hotbird,11034,1,27500,0,2
Puls 2 HD,Hotbird,10796,1,27500,0,27
Puls 2 HD,Hotbird,10892,0,27500,0,27
QVC HD,Hotbird,11662,1,27500,0,27
Qatar TV HD,Hotbird,11566,0,29900,0,27
RADIO MONTE CARLO,Hotbird,11432,1,29900,0,27
RADIO ZETA HD,Hotbird,11373,0,27500,0,27
RADIO ZETA HD,Hotbird,11642,0,27500,0,27
RADIOFRECCIA HD,Hotbird,11373,0,27500,0,27
RADIOFRECCIA HD,Hotbird,11642,0,27500,0,27
RADIONORBA TV,Hotbird,11373,0,27500,0,27
RADIONORBA TV,Hotbird,11642,0,27500,0,27
RDS  Social TV,Hotbird,11662,1,27500,0,27
RDS Social TV 4K test,Hotbird,11662,1,27500,0,27
RIKSat,Hotbird,11179,0,27500,0,27
RING,Hotbird,12635,1,29900,0,2
RING,Hotbird,12635,1,30000,0,2
RING HD,Hotbird,12673,1,29900,0,27
RING HD,Hotbird,12673,1,30000,0,27
RMC DECOUVERTE,Hotbird,10892,0,27500,0,27
RMC DECOUVERTE,Hotbird,11681,0,27500,0,27
RMC LIFE,Hotbird,10892,0,27500,0,27
RMC LIFE,Hotbird,11681,0,27500,0,27
RMC STORY,Hotbird,10892,0,27500,0,27
RMC STORY,Hotbird,11681,0,27500,0,27
RSI LA 1 HD,Hotbird,10971,0,29700,0,27
RSI LA 2 HD,Hotbird,10971,0,29700,0,27
RTL,Hotbird,12713,1,29900,0,27
RTL 102.5 CALIENTE,Hotbird,11373,0,27500,0,27
RTL 102.5 CALIENTE,Hotbird,11642,0,27500,0,27
RTL 102.5 HD,Hotbird,11373,0,27500,0,27
RTL 102.5 HD,Hotbird,11642,0,27500,0,27
RTL 9,Hotbird,11900,0,27500,0,27
RTL Club,Hotbird,11411,0,27500,0,27
RTL Plug,Hotbird,11411,0,27500,0,27
RTL TVi HD,Hotbird,11411,0,27500,0,27
RTL9,Hotbird,12692,0,27500,0,27
RTP International,Hotbird,12111,1,27500,0,2
RTS 1 HD,Hotbird,10971,0,29700,0,27
RTS 2 HD,Hotbird,10971,0,29700,0,27
RTVI,Hotbird,11034,1,27500,0,2
RUDAW HD,Hotbird,11373,0,27500,0,27
Radio Italia Live,Hotbird,11662,1,27500,0,27
Radio Italia Tv HD,Hotbird,11662,1,27500,0,27
Radio Kiss Kiss Tv,Hotbird,11662,1,27500,0,27
Rai 1 HD,Hotbird,11766,1,29900,0,27
Rai 2 HD,Hotbird,11766,1,29900,0,27
Rai 3 HD,Hotbird,11766,1,29900,0,27
Rai 3 TGR Abruzzo,Hotbird,11013,0,29900,0,27
Rai 3 TGR Basilicata,Hotbird,11013,0,29900,0,27
Rai 3 TGR Calabria,Hotbird,11013,0,29900,0,27
Rai 3 TGR Campania,Hotbird,11013,0,29900,0,27
Rai 3 TGR Emilia-Romagna,Hotbird,11013,0,29900,0,27
Rai 3 TGR Friuli Venezia Gi,Hotbird,11013,0,29900,0,27
Rai 3 TGR Furlanija Julijsk,Hotbird,11013,0,29900,0,27
Rai 3 TGR Lazio,Hotbird,11013,0,29900,0,27
Rai 3 TGR Liguria,Hotbird,11013,0,29900,0,27
Rai 3 TGR Lombardia,Hotbird,11013,0,29900,0,27
Rai 3 TGR Marche,Hotbird,11013,0,29900,0,27
Rai 3 TGR Molise,Hotbird,11013,0,29900,0,27
Rai 3 TGR Piemonte,Hotbird,11013,0,29900,0,27
Rai 3 TGR Puglia,Hotbird,11013,0,29900,0,27
Rai 3 TGR Sardegna,Hotbird,11013,0,29900,0,27
Rai 3 TGR Sicilia,Hotbird,11013,0,29900,0,27
Rai 3 TGR Südtirol HD,Hotbird,11013,0,29900,0,27
Rai 3 TGR Toscana,Hotbird,11013,0,29900,0,27
Rai 3 TGR Trentino Alto Adi,Hotbird,11013,0,29900,0,27
Rai 3 TGR Trentino Alto Adi,Hotbird,11013,0,29900,0,27
Rai 3 TGR Umbria,Hotbird,11013,0,29900,0,27
Rai 3 TGR Valle d'Aosta,Hotbird,11013,0,29900,0,27
Rai 3 TGR Veneto,Hotbird,11013,0,29900,0,27
Rai 4 HD,Hotbird,11766,1,29900,0,27
Rai 4K,Hotbird,11766,1,29900,0,36
Rai 5 HD,Hotbird,11013,0,29900,0,27
Rai Gulp HD,Hotbird,11013,0,29900,0,27
Rai Movie HD,Hotbird,11766,1,29900,0,27
Rai News 24 HD,Hotbird,11013,0,29900,0,27
Rai Premium HD,Hotbird,10992,1,27500,0,27
Rai Radio 2 Visual,Hotbird,10992,1,27500,0,27
Rai Scuola HD,Hotbird,10992,1,27500,0,27
Rai Sport HD,Hotbird,11013,0,29900,0,27
Rai Storia HD,Hotbird,10992,1,27500,0,27
Rai YoYo HD,Hotbird,10992,1,27500,0,27
Real Time HD,Hotbird,11862,0,29900,0,27
Realtime Italy HD,Hotbird,11258,0,27500,0,27
Red Carpet TV,Hotbird,10796,1,27500,0,27
Redlight HD,Hotbird,11662,1,27500,0,27
Rete4 HD,Hotbird,11432,1,29900,0,27
Revival TV,Hotbird,12322,0,27500,0,2
Rinascita del mondo,Hotbird,12322,0,27500,0,2
Riyad Al Salihin,Hotbird,12303,1,27500,0,27
Romance TV,Hotbird,11449,0,27500,0,27
Romance TV,Hotbird,11449,0,27500,0,27
Ronahi TV,Hotbird,12520,1,27500,0,2
Russia's Future,Hotbird,10949,1,27500,0,27
Russian Travel Guide Int,Hotbird,12673,1,29900,0,27
Russian Travel Guide Int,Hotbird,12673,1,30000,0,27
SAT.TV - Hot Bird,Hotbird,10930,0,30000,0,27
SAT.TV - Hot Bird,Hotbird,11642,0,27500,0,27
SAUDI TV HD,Hotbird,12558,1,27500,0,27
SBC HD,Hotbird,12558,1,27500,0,27
SCIENCE ET VIE,Hotbird,11900,0,27500,0,27
SKAI HD,Hotbird,11823,0,27500,0,27
SLNTV,Hotbird,12520,1,27500,0,2
SMILE TV,Hotbird,11823,0,27500,0,27
SMILE TV,Hotbird,11804,1,30000,0,27
SMTV,Hotbird,12520,1,27500,0,2
SOYUZ,Hotbird,11034,1,27500,0,2
SRF 1 HD,Hotbird,10971,0,29700,0,27
SRF info HD,Hotbird,10971,0,29700,0,27
SRF zwei HD,Hotbird,10971,0,29700,0,27
SRS - TV,Hotbird,12577,0,27500,0,2
STAR Channel,Hotbird,12635,1,29900,0,2
STAR Channel,Hotbird,12635,1,30000,0,2
STAR Crime,Hotbird,12635,1,29900,0,2
STAR Crime,Hotbird,12635,1,30000,0,2
STAR HD,Hotbird,12130,0,30000,0,27
STAR Life,Hotbird,12635,1,29900,0,2
STAR Life,Hotbird,12635,1,30000,0,2
STARS.TV,Hotbird,10758,1,27500,0,27
STERK TV HD,Hotbird,12520,1,27500,0,27
SUDAN TV,Hotbird,12399,0,29700,0,2
SURYOYO SAT,Hotbird,11662,1,27500,0,27
SVOBODA,Hotbird,10949,1,27500,0,27
SVOBODA NEWS,Hotbird,10949,1,27500,0,27
SVOBODA+,Hotbird,10949,1,27500,0,27
SZLAGIER TV,Hotbird,10719,1,27500,0,27
SZLAGIER TV,Hotbird,11278,1,27500,0,27
Salvation TV MENA,Hotbird,10930,0,30000,0,27
San Marino RTV HD,Hotbird,12149,1,27500,0,27
San Marino RTV HD,Hotbird,12149,1,27500,0,27
Saudi Ch for Quran HD,Hotbird,12558,1,27500,0,27
Saudi Ch for Sunnah HD,Hotbird,12558,1,27500,0,27
SciFi HD,Hotbird,10911,1,27500,0,27
SciFi HD,Hotbird,10911,1,27500,0,27
Science Poland HD,Hotbird,11258,0,27500,0,27
Science et Vie,Hotbird,12692,0,27500,0,27
Senato,Hotbird,10992,1,27500,0,2
Senato,Hotbird,11766,1,29900,0,27
Sender Neu Jerusalem,Hotbird,11179,0,27500,0,2
Service_MENA_09,Hotbird,12594,1,7200,0,27
Show Max,Hotbird,12713,1,29900,0,27
Show Turk,Hotbird,12713,1,29900,0,27
Silk Way,Hotbird,12520,1,27500,0,27
Simay Azadi HD,Hotbird,10727,0,30000,0,27
Simay Azadi HD,Hotbird,11642,0,27500,0,27
Simaye Azadi SD,Hotbird,12149,1,27500,0,2
Sky Adventure,Hotbird,11977,0,29900,0,27
Sky Adventure,Hotbird,11977,0,29900,0,27
Sky Arte,Hotbird,11996,1,29900,0,27
Sky Arte,Hotbird,11996,1,29900,0,27
Sky Arte,Hotbird,12034,1,29900,0,27
Sky Arte,Hotbird,12034,1,29900,0,27
Sky Arte,Hotbird,12466,1,29900,0,27
Sky Arte,Hotbird,12466,1,29900,0,27
Sky Arte +1,Hotbird,12034,1,29900,0,27
Sky Arte +1,Hotbird,12341,1,29900,0,27
Sky Arte +1,Hotbird,12341,1,29900,0,27
Sky Atlantic,Hotbird,11843,1,29900,0,27
Sky Atlantic,Hotbird,11958,1,27500,0,27
Sky Atlantic +1,Hotbird,12034,1,29900,0,27
Sky Cinema Action,Hotbird,11862,0,29900,0,27
Sky Cinema Action,Hotbird,12418,1,29900,0,27
Sky Cinema Comedy,Hotbird,11862,0,29900,0,27
Sky Cinema Comedy,Hotbird,12073,1,29900,0,27
Sky Cinema Drama,Hotbird,11977,0,29900,0,27
Sky Cinema Due,Hotbird,11843,1,29900,0,27
Sky Cinema Due +24,Hotbird,11977,0,29900,0,27
Sky Cinema Family,Hotbird,12418,1,29900,0,27
Sky Cinema Romance,Hotbird,11977,0,29900,0,27
Sky Cinema Suspense,Hotbird,11996,1,29900,0,27
Sky Cinema Suspense,Hotbird,12341,1,29900,0,27
Sky Cinema Suspense,Hotbird,12418,1,29900,0,27
Sky Cinema Uno,Hotbird,11843,1,29900,0,27
Sky Cinema Uno,Hotbird,11843,1,29900,0,27
Sky Cinema Uno,Hotbird,11958,1,27500,0,27
Sky Cinema Uno,Hotbird,11958,1,27500,0,27
Sky Cinema Uno +24,Hotbird,12034,1,29900,0,27
Sky Cinema Uno +24,Hotbird,12341,1,29900,0,27
Sky Cinema Uno +24,Hotbird,12466,1,29900,0,27
Sky Classica,Hotbird,11977,0,29900,0,27
Sky Crime,Hotbird,12466,1,29900,0,27
Sky Crime,Hotbird,12466,1,29900,0,27
Sky Crime +1,Hotbird,11977,0,29900,0,27
Sky Crime +1,Hotbird,11977,0,29900,0,27
Sky Documentaries,Hotbird,12466,1,29900,0,27
Sky Documentaries,Hotbird,12466,1,29900,0,27
Sky Documentaries +1,Hotbird,11977,0,29900,0,27
Sky Documentaries +1,Hotbird,11977,0,29900,0,27
Sky Investigation,Hotbird,11843,1,29900,0,27
Sky Investigation,Hotbird,12466,1,29900,0,27
Sky Investigation +1,Hotbird,11977,0,29900,0,27
Sky Meteo 24 Active,Hotbird,11862,0,29900,0,27
Sky Meteo24,Hotbird,11862,0,29900,0,27
Sky Meteo24,Hotbird,12466,1,29900,0,27
Sky Nature,Hotbird,12418,1,29900,0,27
Sky Nature,Hotbird,12418,1,29900,0,27
Sky Nature,Hotbird,12466,1,29900,0,27
Sky Nature,Hotbird,12466,1,29900,0,27
Sky News,Hotbird,12034,1,29900,0,27
Sky News Arabia,Hotbird,11747,0,27500,0,27
Sky Serie,Hotbird,11843,1,29900,0,27
Sky Serie,Hotbird,12341,1,29900,0,27
Sky Serie,Hotbird,12466,1,29900,0,27
Sky Serie Maratone,Hotbird,12034,1,29900,0,27
Sky Serie Maratone,Hotbird,12341,1,29900,0,27
Sky Sport,Hotbird,11843,1,29900,0,27
