id,channel_name,freq,pol,satellite,network_name,provider_mapped,provider_final
2247,Bulgaria On Air,12635,1,Hotbird,,,Unknown
2248,Bloomberg BG,12635,1,Hotbird,,,Unknown
2249,Nat Geo,12635,1,Hotbird,,,Unknown
2250,PPTV,12635,1,Hotbird,,,Unknown
2251,NG Wild,12635,1,Hotbird,,,Unknown
2252,BHTV,12635,1,Hotbird,,,Unknown
2253,БНТ1 HD,12616,0,Hotbird,,,Unknown
2254,dizi,12616,0,Hotbird,,,Unknown
2255,Dom Kino Premium,12616,0,Hotbird,,,Unknown
2256,Arena Life,12616,0,Hotbird,,,Unknown
2257,Arena Comedy,12616,0,Hotbird,,,Unknown
2258,Arena Action,12616,0,Hotbird,,,Unknown
2259,Disney,12616,0,Hotbird,,,Unknown
2260,CineStar TV,12616,0,Hotbird,,,Unknown
2261,Cinemax,12616,0,Hotbird,,,Unknown
2262,HBO,12616,0,Hotbird,,,Unknown
2263,HBO 2,12616,0,Hotbird,,,Unknown
2264,Viasat History,12616,0,Hotbird,,,Unknown
2265,БНТ 2,12616,0,Hotbird,,,Unknown
2266,Ловно-рибарски,12616,0,Hotbird,,,Unknown
2267,Travel Channel,12616,0,Hotbird,,,Unknown
2268,Balkanika,12616,0,Hotbird,,,Unknown
2269,ID,12616,0,Hotbird,,,Unknown
2270,CineStar TV A&T,12616,0,Hotbird,,,Unknown
2271,Диема HD,12616,0,Hotbird,,,Unknown
2272,Диема Фемили HD,12616,0,Hotbird,,,Unknown
2273,Kino Nova HD,12616,0,Hotbird,,,Unknown
2274,MTV 00s,12616,0,Hotbird,,,Unknown
2275,Viasat Explore,12616,0,Hotbird,,,Unknown
2276,Disney Junior,12616,0,Hotbird,,,Unknown
2277,DW,12616,0,Hotbird,,,Unknown
2278,Super Toons,12616,0,Hotbird,,,Unknown
2279,Viasat Kino,12616,0,Hotbird,,,Unknown
2280,Hustler,12616,0,Hotbird,,,Unknown
2281,MTV 90s,12616,0,Hotbird,,,Unknown
2282,Nickelodeon,12616,0,Hotbird,,,Unknown
2283,H2,12616,0,Hotbird,,,Unknown
2284,Epic Drama,12616,0,Hotbird,,,Unknown
2285,Chasse & Peche,12616,0,Hotbird,,,Unknown
2286,Perets Int.,12616,0,Hotbird,,,Unknown
2287,Nova News HD,12616,0,Hotbird,,,Unknown
2288,Novacinema1HD Cy,12130,0,Hotbird,,RAI,RAI
2289,NovasummerHD,12130,0,Hotbird,,RAI,RAI
2290,Novasports2HD,12130,0,Hotbird,,RAI,RAI
2291,STAR HD,12130,0,Hotbird,,RAI,RAI
2292,TLC,12130,0,Hotbird,,RAI,RAI
2293,COSMOTESport7HD,12130,0,Hotbird,,RAI,RAI
2294,COSMOTESport8HD,12130,0,Hotbird,,RAI,RAI
2295,Novacinema1HD,12130,0,Hotbird,,RAI,RAI
2296,COSMOTESport9HD,12130,0,Hotbird,,RAI,RAI
2297,E! Entertainment HD,12130,0,Hotbird,,RAI,RAI
2298,ATTICA TV,12130,0,Hotbird,,RAI,RAI
2299,Novasports2HD Cy,12130,0,Hotbird,,RAI,RAI
2300,Food Network HD,12130,0,Hotbird,,RAI,RAI
2301,Novasports3HD Cy,12130,0,Hotbird,,RAI,RAI
2302,Euronews Greek,12130,0,Hotbird,,RAI,RAI
2303,COSMOTESport1HD,12130,0,Hotbird,,RAI,RAI
2304,M4_SID15518,12130,0,Hotbird,,RAI,RAI
2305,Blue Sky,12130,0,Hotbird,,RAI,RAI
2306,Novasports3HD,12130,0,Hotbird,,RAI,RAI
2307,World Poker Tour,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2308,Outdoor Channel,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2309,Cricket Gold,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2310,Ayozat TV,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2311,One America News,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2312,Strongman Champions League,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2313,Sports First,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2314,Bare Knuckles Fighting Cham,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2315,MVMT Movement of Culture,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2316,AWE,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2317,WildTV,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2318,World Fishing Network,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2319,wedotv Movies,11785,0,Hotbird,,Al Jazeera,Al Jazeera
2320,MTV 00s,11804,1,Hotbird,,Euronews,Euronews
2321,MTV Hits,11804,1,Hotbird,,Euronews,Euronews
2322,COSMOTESportHLHD,11804,1,Hotbird,,Euronews,Euronews
2323,Travel Channel HD,11804,1,Hotbird,,Euronews,Euronews
2324,Nat Geo Wild HD,11804,1,Hotbird,,Euronews,Euronews
2325,MTV,11804,1,Hotbird,,Euronews,Euronews
2326,Novasports1HD,11804,1,Hotbird,,Euronews,Euronews
2327,Novasports6HD,11804,1,Hotbird,,Euronews,Euronews
2328,Novasports6HD CY,11804,1,Hotbird,,Euronews,Euronews
2329,Novasports Start HD,11804,1,Hotbird,,Euronews,Euronews
2330,Novasports Start HD CY,11804,1,Hotbird,,Euronews,Euronews
2331,IDJ Kids HD,11804,1,Hotbird,,Euronews,Euronews
2332,Disney Junior,11804,1,Hotbird,,Euronews,Euronews
2333,Novasports Premier League,11804,1,Hotbird,,Euronews,Euronews
2334,Disney Channel,11804,1,Hotbird,,Euronews,Euronews
2335,Animal Planet HD,11804,1,Hotbird,,Euronews,Euronews
2336,Disney Channel,11804,1,Hotbird,,Euronews,Euronews
2337,Novasports Prime HD,11804,1,Hotbird,,Euronews,Euronews
2338,Novasports Prime HD CY,11804,1,Hotbird,,Euronews,Euronews
2339,legacy-pr,12380,1,Hotbird,,France TV,France TV
2340,FashionTV L'Original,12380,1,Hotbird,,France TV,France TV
2341,Fashion TV HD,12380,1,Hotbird,,France TV,France TV
2342,FTV UHD,12380,1,Hotbird,,France TV,France TV
2343,Love Nature 4K,12380,1,Hotbird,,France TV,France TV
2344,Insight TV UHD,12380,1,Hotbird,,France TV,France TV
2345,World Poker Tour,11355,1,Hotbird,,Nova,Nova
2346,Outdoor Channel,11355,1,Hotbird,,Nova,Nova
2347,Cricket Gold,11355,1,Hotbird,,Nova,Nova
2348,Triton Poker Series,11355,1,Hotbird,,Nova,Nova
2349,One America News,11355,1,Hotbird,,Nova,Nova
2350,AFV Americas Funniest,11355,1,Hotbird,,Nova,Nova
2351,Sports First,11355,1,Hotbird,,Nova,Nova
2352,Bare Knuckles Fighting Cham,11355,1,Hotbird,,Nova,Nova
2353,MVMT Movement of Culture,11355,1,Hotbird,,Nova,Nova
2354,AWE,11355,1,Hotbird,,Nova,Nova
2355,Kabelio 3+,11096,0,Hotbird,,beIN Sports,beIN Sports
2356,Kabelio 4+,11096,0,Hotbird,,beIN Sports,beIN Sports
2357,Kabelio 5+,11096,0,Hotbird,,beIN Sports,beIN Sports
2358,Kabelio TV24,11096,0,Hotbird,,beIN Sports,beIN Sports
2359,Kabelio TV25,11096,0,Hotbird,,beIN Sports,beIN Sports
2360,Kabelio 6+,11096,0,Hotbird,,beIN Sports,beIN Sports
2361,Kabelio Tele Zueri,11096,0,Hotbird,,beIN Sports,beIN Sports
2362,Kabelio Puls acht,11096,0,Hotbird,,beIN Sports,beIN Sports
2363,Kabelio ORF eins,11096,0,Hotbird,,beIN Sports,beIN Sports
2364,Kabelio ORF 2 Tirol,11096,0,Hotbird,,beIN Sports,beIN Sports
2365,Kabelio RTL CH,11096,0,Hotbird,,beIN Sports,beIN Sports
2366,Kabelio RTLzwei CH,11096,0,Hotbird,,beIN Sports,beIN Sports
2367,Kabelio VOX CH,11096,0,Hotbird,,beIN Sports,beIN Sports
2368,Kabelio SAT.1 CH,11096,0,Hotbird,,beIN Sports,beIN Sports
2369,Kabelio ProSieben CH,11096,0,Hotbird,,beIN Sports,beIN Sports
2370,Kabelio ORF III,11096,0,Hotbird,,beIN Sports,beIN Sports
2371,Kabelio ServusTV,11096,0,Hotbird,,beIN Sports,beIN Sports
2372,Kabelio ORF Sport+,11096,0,Hotbird,,beIN Sports,beIN Sports
2373,Kabelio Kabel 1 CH,11096,0,Hotbird,,beIN Sports,beIN Sports
2374,Kabelio SuperRTL CH,11096,0,Hotbird,,beIN Sports,beIN Sports
2375,Kabelio Das Erste,11096,0,Hotbird,,beIN Sports,beIN Sports
2376,Kabelio ZDF,11096,0,Hotbird,,beIN Sports,beIN Sports
2377,Kabelio n-tv CH,11096,0,Hotbird,,beIN Sports,beIN Sports
2378,Kabelio INFO,11096,0,Hotbird,,beIN Sports,beIN Sports
2379,FX Life HD,12731,0,Hotbird,,,Unknown
2380,FX HD,12731,0,Hotbird,,,Unknown
2381,MyZen TV HD,12731,0,Hotbird,,,Unknown
2382,NR1 HD,12731,0,Hotbird,,,Unknown
2383,INPLUS,12731,0,Hotbird,,,Unknown
2384,Crime+Investigation,12731,0,Hotbird,,,Unknown
2385,National Geographic HD,12731,0,Hotbird,,,Unknown
2386,Viasat History HD,12731,0,Hotbird,,,Unknown
2387,Viasat Nature HD,12731,0,Hotbird,,,Unknown
2388,Viasat Explore HD,12731,0,Hotbird,,,Unknown
2389,Kabelio Tele Baern,10775,0,Hotbird,,Sky Italia,Sky Italia
2390,Kabelio Tele Basel,10775,0,Hotbird,,Sky Italia,Sky Italia
2391,Kabelio Tele 1,10775,0,Hotbird,,Sky Italia,Sky Italia
2392,Kabelio TVO,10775,0,Hotbird,,Sky Italia,Sky Italia
2393,Kabelio TV SuedOst,10775,0,Hotbird,,Sky Italia,Sky Italia
2394,Kabelio Tele M1,10775,0,Hotbird,,Sky Italia,Sky Italia
2395,Kabelio Leman Bleu,10775,0,Hotbird,,Sky Italia,Sky Italia
2396,Kabelio Carac 1,10775,0,Hotbird,,Sky Italia,Sky Italia
2397,Kabelio SWISS 1,10775,0,Hotbird,,Sky Italia,Sky Italia
2398,Kabelio Auftanken.TV,10775,0,Hotbird,,Sky Italia,Sky Italia
2399,Kabelio Blue Zoom D,10775,0,Hotbird,,Sky Italia,Sky Italia
2400,Kabelio BBC One Lon,10775,0,Hotbird,,Sky Italia,Sky Italia
2401,Kabelio BBC Two,10775,0,Hotbird,,Sky Italia,Sky Italia
2402,Kabelio BBC3/CBBC,10775,0,Hotbird,,Sky Italia,Sky Italia
2403,Kabelio BBC4/CBBies,10775,0,Hotbird,,Sky Italia,Sky Italia
2404,Kabelio ITV1 London,10775,0,Hotbird,,Sky Italia,Sky Italia
2405,Kabelio ITV2,10775,0,Hotbird,,Sky Italia,Sky Italia
2406,Kabelio ITV3,10775,0,Hotbird,,Sky Italia,Sky Italia
2407,Kabelio ITV4,10775,0,Hotbird,,Sky Italia,Sky Italia
2408,Kabelio Channel 4,10775,0,Hotbird,,Sky Italia,Sky Italia
2409,Kabelio 5 UK,10775,0,Hotbird,,Sky Italia,Sky Italia
2410,Kabelio Film 4,10775,0,Hotbird,,Sky Italia,Sky Italia
2411,Kabelio TF1 CH,10775,0,Hotbird,,Sky Italia,Sky Italia
2412,Kabelio M6 Music,10775,0,Hotbird,,Sky Italia,Sky Italia
2413,Kabelio RTL9 CH,10775,0,Hotbird,,Sky Italia,Sky Italia
2414,Kabelio Canale 5,10775,0,Hotbird,,Sky Italia,Sky Italia
2415,Kabelio BVN,10775,0,Hotbird,,Sky Italia,Sky Italia
2416,Kabelio S1,10775,0,Hotbird,,Sky Italia,Sky Italia
2417,Kabelio TMC CH,10775,0,Hotbird,,Sky Italia,Sky Italia
2418,Kabelio Sky News,10775,0,Hotbird,,Sky Italia,Sky Italia
2419,Kabelio TV8 Italia,10775,0,Hotbird,,Sky Italia,Sky Italia
2420,wedo Movies ,10775,0,Hotbird,,Sky Italia,Sky Italia
2421,wedo Sports,10775,0,Hotbird,,Sky Italia,Sky Italia
2422,wedo Big Stories,10775,0,Hotbird,,Sky Italia,Sky Italia
2423,ΕΡΤ NEWS,11938,0,Hotbird,,Euronews,Euronews
2424,Novasportsextra4HD,11938,0,Hotbird,,Euronews,Euronews
2425,Viasat True Crime HD,11938,0,Hotbird,,Euronews,Euronews
2426,ducktv,11938,0,Hotbird,,Euronews,Euronews
2427,Adult Pack Info,11938,0,Hotbird,,Euronews,Euronews
2428,Novacinema3HD,11938,0,Hotbird,,Euronews,Euronews
2429,MEGA HD,11938,0,Hotbird,,Euronews,Euronews
2430,Novasports News HD,11938,0,Hotbird,,Euronews,Euronews
2431,One Channel HD,11938,0,Hotbird,,Euronews,Euronews
2432,Epic Drama HD,11938,0,Hotbird,,Euronews,Euronews
2433,MEGA NEWS HD,11938,0,Hotbird,,Euronews,Euronews
2434,Novacinema2HD,11938,0,Hotbird,,Euronews,Euronews
2435,COSMOTESport4HD,11938,0,Hotbird,,Euronews,Euronews
2436,COSMOTESport5HD,11938,0,Hotbird,,Euronews,Euronews
2437,COSMOTESport6HD,11938,0,Hotbird,,Euronews,Euronews
2438,Novasportsextra4HD Cy,11938,0,Hotbird,,Euronews,Euronews
2439,Cartoonito HD,11938,0,Hotbird,,Euronews,Euronews
2440,COSMOTESport2HD,11938,0,Hotbird,,Euronews,Euronews
2441,Adult Pack Info,11938,0,Hotbird,,Euronews,Euronews
2442,Novacinema2HD Cy,11938,0,Hotbird,,Euronews,Euronews
2443,Novacinema3HD Cy,11938,0,Hotbird,,Euronews,Euronews
2444,Asil TV,10727,0,Nilesat,,,Unknown
2445,WAAR HD,10727,0,Nilesat,,,Unknown
2446,UTV Iraq,10727,0,Nilesat,,,Unknown
2447,AL BAHRANY TV,10727,0,Nilesat,,,Unknown
2448,Al Huriya Yamin TV,10727,0,Nilesat,,,Unknown
2449,Alnajaf Alashraf tv,10727,0,Nilesat,,,Unknown
2450,Kidsy,10727,0,Nilesat,,,Unknown
2451,Libya G+,10727,0,Nilesat,,,Unknown
2452,Saout alaqila,10727,0,Nilesat,,,Unknown
2453,Palestine,10727,0,Nilesat,,,Unknown
2454,Al-Jawad TV,10727,0,Nilesat,,,Unknown
2455,ALBASRA 1 TV,10727,0,Nilesat,,,Unknown
2456,Al-askari TV,10727,0,Nilesat,,,Unknown
2457,Al shirazioun,10727,0,Nilesat,,,Unknown
2458,Al Kout TV,10727,0,Nilesat,,,Unknown
2459,MASSAYA TV,10727,0,Nilesat,,,Unknown
2460,AL MALAKOOT SATÃTHE KINGDO,10727,0,Nilesat,,,Unknown
2461,France 24 (in Arabic),10727,0,Nilesat,,,Unknown
2462,ALWAQIE TV HD,10727,0,Nilesat,,,Unknown
2463,Al-Awhad TV,10727,0,Nilesat,,,Unknown
2464,Alatawla Cinema,10815,0,Nilesat,,MBC,MBC
2465,Reef Alyemen,10815,0,Nilesat,,MBC,MBC
2466,AGHAPY TV,10815,0,Nilesat,,MBC,MBC
2467,Top Drama,10815,0,Nilesat,,MBC,MBC
2468,Al Quds Al Yawm,10815,0,Nilesat,,MBC,MBC
2469,TOP Zaman,10815,0,Nilesat,,MBC,MBC
2470,ALMAYADEEN PLUS,10815,0,Nilesat,,MBC,MBC
2471,El Khoulasa Cinema,10815,0,Nilesat,,MBC,MBC
2472,AB IRAQ TV,10815,0,Nilesat,,MBC,MBC
2473,Libya al Ahrar HD,10815,0,Nilesat,,MBC,MBC
2474,Alatwla Drama,10815,0,Nilesat,,MBC,MBC
2475,Almasirah HD,10815,0,Nilesat,,MBC,MBC
2476,Alatawla Hekayat,10815,0,Nilesat,,MBC,MBC
2477,Al Basira,10815,0,Nilesat,,MBC,MBC
2478,Hawa Baghdad Drama,10815,0,Nilesat,,MBC,MBC
2479,Almagd TV,10815,0,Nilesat,,MBC,MBC
2480,Al Karma Family,10815,0,Nilesat,,MBC,MBC
2481,Beity TV,10815,0,Nilesat,,MBC,MBC
2482,MESAT2,10815,0,Nilesat,,MBC,MBC
2483,Noursat AlChabab,10815,0,Nilesat,,MBC,MBC
2484,Alkalema,10815,0,Nilesat,,MBC,MBC
2485,Alma7atta,10815,0,Nilesat,,MBC,MBC
2486,The Grace TV,10815,0,Nilesat,,MBC,MBC
2487,Alsay3da,10815,0,Nilesat,,MBC,MBC
2488,Noursat,10815,0,Nilesat,,MBC,MBC
2489,Mosar3a 1,10815,0,Nilesat,,MBC,MBC
2490,Iraq EDU 1,10853,0,Nilesat,,MBC,MBC
2491,Iraq EDU 2,10853,0,Nilesat,,MBC,MBC
2492,Iraq EDU 3,10853,0,Nilesat,,MBC,MBC
2493,Iraq EDU 4,10853,0,Nilesat,,MBC,MBC
2494,Iraq EDU 5,10853,0,Nilesat,,MBC,MBC
2495,Iraq EDU 6,10853,0,Nilesat,,MBC,MBC
2496,Iraq EDU 7,10853,0,Nilesat,,MBC,MBC
2497,AL RAHMA,10873,1,Nilesat,,,Unknown
2498,Elkholasa mosalsalat,10873,1,Nilesat,,,Unknown
2499,TRT KURDI,10873,1,Nilesat,,,Unknown
2500,Tunisia Nat1 HD,10873,1,Nilesat,,,Unknown
2501,EL MAHROUSA TV,10873,1,Nilesat,,,Unknown
2502,Nawader TV,10873,1,Nilesat,,,Unknown
2503,Almasrawya TV,10873,1,Nilesat,,,Unknown
2504,Palestine Today,10873,1,Nilesat,,,Unknown
2505,ELMOLED,10873,1,Nilesat,,,Unknown
2506,Tunisia Nat2 HD,10873,1,Nilesat,,,Unknown
2507,Al Ghadeer,10892,0,Nilesat,,MBC,MBC
2508,AL NOJABA TV,10892,0,Nilesat,,MBC,MBC
2509,AL SHARQIYA NEWS HD,10892,0,Nilesat,,MBC,MBC
2510,RUDAW TV,10892,0,Nilesat,,MBC,MBC
2511,AL AYAM HD,10892,0,Nilesat,,MBC,MBC
2512,Al Rabiaa TV,10892,0,Nilesat,,MBC,MBC
2513,SABA WORLD PROMO,10892,0,Nilesat,,MBC,MBC
2514,AL AHAD HD,10892,0,Nilesat,,MBC,MBC
2515,Test 1,10892,0,Nilesat,,MBC,MBC
2516,Iraq Al Hadath HD,10892,0,Nilesat,,MBC,MBC
2517,Echorouk News,10922,1,Nilesat,,,Unknown
2518,Echorouk TV,10922,1,Nilesat,,,Unknown
2519,ONE TV,10922,1,Nilesat,,,Unknown
2520,Bahia TV,10922,1,Nilesat,,,Unknown
2521,El Watania TV,10922,1,Nilesat,,,Unknown
2522,El Hayat TV Algerie,10922,1,Nilesat,,,Unknown
2523,El Heddaf TV,10922,1,Nilesat,,,Unknown
2524,Salam TV Algeria,10922,1,Nilesat,,,Unknown
2525,Eldjazair N1,10922,1,Nilesat,,,Unknown
2526,AL24 News,10922,1,Nilesat,,,Unknown
2527,El Bilad TV,10922,1,Nilesat,,,Unknown
2528,Samira TV,10922,1,Nilesat,,,Unknown
2529,Ennahar TV Algerie,10922,1,Nilesat,,,Unknown
2530,Zahra TV,10922,1,Nilesat,,,Unknown
2531,Algerian 4Kids,10922,1,Nilesat,,,Unknown
2532,AL ANIS,10992,1,Nilesat,,,Unknown
2533,Chinguit TV,10992,1,Nilesat,,,Unknown
2534,Tele Maroc,11158,1,Nilesat,,,Unknown
2535,Story Channel,11158,1,Nilesat,,,Unknown
2536,MBC MASR HD,11219,0,Nilesat,,ART,ART
2537,MBC MASR 2 HD,11219,0,Nilesat,,ART,ART
2538,MBC MASR DRAMA HD,11219,0,Nilesat,,ART,ART
2539,Al Thaqafiya HD,11219,0,Nilesat,,ART,ART
2540,MBC IRAQ HD,11219,0,Nilesat,,ART,ART
2541,MBC 2,11219,0,Nilesat,,ART,ART
2542,MBC IRAQ,11219,0,Nilesat,,ART,ART
2543,MBC MASR 2,11219,0,Nilesat,,ART,ART
2544,Test,11219,0,Nilesat,,ART,ART
2545,Test 1,11219,0,Nilesat,,ART,ART
2546,Test 2,11219,0,Nilesat,,ART,ART
2547,Test 3,11219,0,Nilesat,,ART,ART
2548,Test 4,11219,0,Nilesat,,ART,ART
2549,AJMAN HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2550,Dijlah TV HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2551,Al Araby 2 HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2552,SYRIA TV HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2553,YEMEN SHABAB HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2554,Toyor Aljanah,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2555,Watan TV,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2556,KARBALA TV HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2557,INEWS TV HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2558,Alhurra HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2559,Karbala Documentary HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2560,Al Quran,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2561,ALSHABAB,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2562,ALKOFIYA HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2563,TRT Arabi HD,11258,0,Nilesat,,Al Jazeera,Al Jazeera
2564,ZEE AFLAM,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2565,ZEE ALWAN.,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2566,ZEE ALWAN Egypt,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2567,B4U PLUS,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2568,LTV,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2569,ZAD TV,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2570,CN ARABIA,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2571,ARIRANG,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2572,KBS WORLD,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2573,CATV,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2574,Asharq News  Channel,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2575,Asharq Documentary,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2576,Asharq Discovery,11277,1,Nilesat,,Al Jazeera,Al Jazeera
2577,Wedo TV,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2578,One America News Network,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2579,A Wealth of Entertainment,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2580,Outdoor Channel,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2581,World Poker Tour,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2582,Cricket Gold,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2583,Bare Knuckle Fighting,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2584,World Fishing Network,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2585,MVMT Movement of Culture,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2586,Sports First,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2587,Baywatch,11296,0,Nilesat,,Al Jazeera,Al Jazeera
2588,AL SHARQIYA HD,11315,1,Nilesat,,Al Jazeera,Al Jazeera
2589,AL RASHEED TV HD,11315,1,Nilesat,,Al Jazeera,Al Jazeera
2590,AL SUMARIA HD,11315,1,Nilesat,,Al Jazeera,Al Jazeera
2591,IRAQ 24,11315,1,Nilesat,,Al Jazeera,Al Jazeera
2592,CHADA TV,11315,1,Nilesat,,Al Jazeera,Al Jazeera
2593,BAGHDAD TV,11315,1,Nilesat,,Al Jazeera,Al Jazeera
2594,TEST_CB,11315,1,Nilesat,,Al Jazeera,Al Jazeera
2595,Aden Almustakilla,11334,0,Nilesat,,Al Jazeera,Al Jazeera
2596,BELQEES HD,11334,0,Nilesat,,Al Jazeera,Al Jazeera
2597,FR HD,11334,0,Nilesat,,Al Jazeera,Al Jazeera
2598,Al TALEAA HD,11334,0,Nilesat,,Al Jazeera,Al Jazeera
2599,IMAM ALI TV,11334,0,Nilesat,,Al Jazeera,Al Jazeera
2600,ALKOFIYA HD,11334,0,Nilesat,,Al Jazeera,Al Jazeera
2601,AVA TV,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2602,UTV Iraq HD,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2603,K24 HD,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2604,Al-Ansar TV,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2605,KURDISTAN TV,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2606,Yemen Today TV,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2607,ZAGROS TV HD,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2608,CIRA TV,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2609,Ronahi TV,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2610,PAYAM TV HD,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2611,BANGAWAZ TV,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2612,SAT-7 KIDS,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2613,SAT-7 ARABIC,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2614,AlKarma Praise,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2615,Aryen TV,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2616,ZAROK TV HD,11354,1,Nilesat,,Al Jazeera,Al Jazeera
2617,LIBYA ALMASAR TV,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2618,Almajd General,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2619,TURKMENELI HD,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2620,Medi1 TV Arabic,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2621,SHEHAB TV HD,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2622,Atfal Mawaheb,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2623,Lualua TV,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2624,Dijlah Zaman TV HD,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2625,ALMAWQEF TV,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2626,AFAQ TV,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2627,2M MAROC HD,11373,0,Nilesat,,Al Jazeera,Al Jazeera
2628,YEMEN SHABAB,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2629,Alkarma Discipleship,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2630,AL MAYADEEN TV,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2631,WION HD,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2632,Al Hayat,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2633,BELQEES,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2634,SBN Global,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2635,MTA3,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2636,Aliman TV,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2637,Al Basrah 365,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2638,TRT Arabi,11392,1,Nilesat,,Al Jazeera,Al Jazeera
2639,Abu Dhabi TV HD,11411,0,Nilesat,,Rotana,Rotana
2640,Al Emarat TV HD,11411,0,Nilesat,,Rotana,Rotana
2641,Majd Kids TV HD,11411,0,Nilesat,,Rotana,Rotana
2642,AD Sport 1 HD,11411,0,Nilesat,,Rotana,Rotana
2643,AD Sport 2 HD,11411,0,Nilesat,,Rotana,Rotana
2644,YAS Sports HD,11411,0,Nilesat,,Rotana,Rotana
2645,AD Nat Geo HD,11411,0,Nilesat,,Rotana,Rotana
2646,Baynounah TV,11411,0,Nilesat,,Rotana,Rotana
2647,Karameesh TV,11430,1,Nilesat,,Rotana,Rotana
2648,ZAYTOONA,11430,1,Nilesat,,Rotana,Rotana
