id,channel_name,freq,pol,satellite,network_name,provider_mapped,provider_final
1375,RADIO MONTE CARLO,11432,1,Hotbird,,Globecast,Globecast
1376,20Mediaset HD,11432,1,Hotbird,,Globecast,Globecast
1377,Italia1 HD,11432,1,Hotbird,,Globecast,Globecast
1378,Canale5 HD,11432,1,Hotbird,,Globecast,Globecast
1379,Rete4 HD,11432,1,Hotbird,,Globecast,Globecast
1380,Iris HD,11432,1,Hotbird,,Globecast,Globecast
1381,Boing HD,11432,1,Hotbird,,Globecast,Globecast
1382,La5 HD,11432,1,Hotbird,,Globecast,Globecast
1383,TGCOM24 HD,11432,1,Hotbird,,Globecast,Globecast
1384,Mediaset Extra HD,11432,1,Hotbird,,Globecast,Globecast
1385,Mediaset Italia2 HD,11432,1,Hotbird,,Globecast,Globecast
1386,TOPcrime HD,11432,1,Hotbird,,Globecast,Globecast
1387,Cartoonito HD,11432,1,Hotbird,,Globecast,Globecast
1388,Focus HD,11432,1,Hotbird,,Globecast,Globecast
1389,27Twentyseven HD,11432,1,Hotbird,,Globecast,Globecast
1390,Al-Forat HD,11449,0,Hotbird,,Globecast,Globecast
1391,CANAL+ DOKUMENT HD,11449,0,Hotbird,,Globecast,Globecast
1392,NOVELAS+,11449,0,Hotbird,,Globecast,Globecast
1393,teleTOON+ HD,11449,0,Hotbird,,Globecast,Globecast
1394,TVP Dokument HD,11449,0,Hotbird,,Globecast,Globecast
1395,TVP Sport HD,11449,0,Hotbird,,Globecast,Globecast
1396,Cinemax HD,11449,0,Hotbird,,Globecast,Globecast
1397,CANAL+ SPORT 3 HD,11449,0,Hotbird,,Globecast,Globecast
1398,CANAL+ SPORT 4 HD,11449,0,Hotbird,,Globecast,Globecast
1399,CANAL+ EXTRA 4,11449,0,Hotbird,,Globecast,Globecast
1400,CANAL+ SPORT 5 HD,11449,0,Hotbird,,Globecast,Globecast
1401,AMC,11449,0,Hotbird,,Globecast,Globecast
1402,CANAL+ SPORT 5 HD,11449,0,Hotbird,,Globecast,Globecast
1403,TVP 1 HD,11449,0,Hotbird,,Globecast,Globecast
1404,Romance TV,11449,0,Hotbird,,Globecast,Globecast
1405,KANAL TESTOWY,11449,0,Hotbird,,Globecast,Globecast
1406,CANAL+ DOKUMENT HD,11449,0,Hotbird,,Globecast,Globecast
1407,NOVELAS+,11449,0,Hotbird,,Globecast,Globecast
1408,teleTOON+ HD,11449,0,Hotbird,,Globecast,Globecast
1409,TVP Sport HD,11449,0,Hotbird,,Globecast,Globecast
1410,Cinemax HD,11449,0,Hotbird,,Globecast,Globecast
1411,CANAL+ SPORT 3 HD,11449,0,Hotbird,,Globecast,Globecast
1412,CANAL+ SPORT 4 HD,11449,0,Hotbird,,Globecast,Globecast
1413,CANAL+ EXTRA 4,11449,0,Hotbird,,Globecast,Globecast
1414,NOVELAS+,11449,0,Hotbird,,Globecast,Globecast
1415,teleTOON+ HD,11449,0,Hotbird,,Globecast,Globecast
1416,TVP 1 HD,11449,0,Hotbird,,Globecast,Globecast
1417,Romance TV,11449,0,Hotbird,,Globecast,Globecast
1418,CANAL+ SPORT 5 HD,11449,0,Hotbird,,Globecast,Globecast
1419,AMC,11449,0,Hotbird,,Globecast,Globecast
1420,Cinemax HD,11449,0,Hotbird,,Globecast,Globecast
1421,CANAL+ SPORT 3 HD,11449,0,Hotbird,,Globecast,Globecast
1422,CANAL+ SPORT 4 HD,11449,0,Hotbird,,Globecast,Globecast
1423,CANAL+1 HD,11488,0,Hotbird,,Globecast,Globecast
1424,CANAL+ SPORT 2 HD,11488,0,Hotbird,,Globecast,Globecast
1425,CANAL+ DOMO HD,11488,0,Hotbird,,Globecast,Globecast
1426,KINO POLSKA HD,11488,0,Hotbird,,Globecast,Globecast
1427,Eleven Sports 1 HD,11488,0,Hotbird,,Globecast,Globecast
1428,HBO2 HD,11488,0,Hotbird,,Globecast,Globecast
1429,Eleven Sports 2 HD,11488,0,Hotbird,,Globecast,Globecast
1430,National Geographic Wild HD,11488,0,Hotbird,,Globecast,Globecast
1431,TVP 3,11488,0,Hotbird,,Globecast,Globecast
1432,Eleven Sports 3 HD,11488,0,Hotbird,,Globecast,Globecast
1433,HBO3 HD,11488,0,Hotbird,,Globecast,Globecast
1434,Eleven Sports 4 HD,11488,0,Hotbird,,Globecast,Globecast
1435,StudioMed TV,11488,0,Hotbird,,Globecast,Globecast
1436,TeenNick,11488,0,Hotbird,,Globecast,Globecast
1437,ViDocTV,11488,0,Hotbird,,Globecast,Globecast
1438,CANAL+1 HD,11488,0,Hotbird,,Globecast,Globecast
1439,CANAL+ SPORT 2 HD,11488,0,Hotbird,,Globecast,Globecast
1440,CANAL+ DOMO HD,11488,0,Hotbird,,Globecast,Globecast
1441,KINO POLSKA HD,11488,0,Hotbird,,Globecast,Globecast
1442,Eleven Sports 1 HD,11488,0,Hotbird,,Globecast,Globecast
1443,HBO2 HD,11488,0,Hotbird,,Globecast,Globecast
1444,Eleven Sports 2 HD,11488,0,Hotbird,,Globecast,Globecast
1445,National Geographic Wild HD,11488,0,Hotbird,,Globecast,Globecast
1446,HBO3 HD,11488,0,Hotbird,,Globecast,Globecast
1447,TEST 4,11488,0,Hotbird,,Globecast,Globecast
1448,CANAL+ SPORT 2 HD,11488,0,Hotbird,,Globecast,Globecast
1449,HBO2 HD,11488,0,Hotbird,,Globecast,Globecast
1450,Eleven Sports 3 HD,11488,0,Hotbird,,Globecast,Globecast
1451,HBO3 HD,11488,0,Hotbird,,Globecast,Globecast
1452,HBO2 HD,11488,0,Hotbird,,Globecast,Globecast
1453,National Geographic Wild HD,11488,0,Hotbird,,Globecast,Globecast
1454,Eleven Sports 3 HD,11488,0,Hotbird,,Globecast,Globecast
1455,HBO3 HD,11488,0,Hotbird,,Globecast,Globecast
1456,Eleven Sports 1 HD,11488,0,Hotbird,,Globecast,Globecast
1457,Eleven Sports 2 HD,11488,0,Hotbird,,Globecast,Globecast
1458,TVN HD,11508,1,Hotbird,,Globecast,Globecast
1459,TVN Style HD,11508,1,Hotbird,,Globecast,Globecast
1460,TVN STYLE HD,11508,1,Hotbird,,Globecast,Globecast
1461,TVN Turbo HD,11508,1,Hotbird,,Globecast,Globecast
1462,TVN TURBO HD,11508,1,Hotbird,,Globecast,Globecast
1463,TVN 24 HD,11508,1,Hotbird,,Globecast,Globecast
1464,TVN 7 HD,11508,1,Hotbird,,Globecast,Globecast
1465,Metro HD,11508,1,Hotbird,,Globecast,Globecast
1466,WarnerTV HD,11508,1,Hotbird,,Globecast,Globecast
1467,TVN Fabula,11508,1,Hotbird,,Globecast,Globecast
1468,TTV HD,11508,1,Hotbird,,Globecast,Globecast
1469,Travel Channel HD,11508,1,Hotbird,,Globecast,Globecast
1470,Food Network HD,11508,1,Hotbird,,Globecast,Globecast
1471,TVN HD_,11508,1,Hotbird,,Globecast,Globecast
1472,TVN 7 HD_,11508,1,Hotbird,,Globecast,Globecast
1473,Food Network HD_,11508,1,Hotbird,,Globecast,Globecast
1474,TVN 24 HD_,11508,1,Hotbird,,Globecast,Globecast
1475,Qatar TV HD,11566,0,Hotbird,,Globecast,Globecast
1476,TRT Arabi HD,11566,0,Hotbird,,Globecast,Globecast
1477,Euronews English HD,11566,0,Hotbird,,Globecast,Globecast
1478,TRT World HD,11566,0,Hotbird,,Globecast,Globecast
1479,BAHRAIN TV,11566,0,Hotbird,,Globecast,Globecast
1480,France 24 HD (en Francais),11566,0,Hotbird,,Globecast,Globecast
1481,France 24 HD (in English),11566,0,Hotbird,,Globecast,Globecast
1482,CCTV 4E,11585,1,Hotbird,,Globecast,Globecast
1483,CGTN,11585,1,Hotbird,,Globecast,Globecast
1484,CGTN Documentary,11585,1,Hotbird,,Globecast,Globecast
1485,CGTN E,11585,1,Hotbird,,Globecast,Globecast
1486,CGTN F,11585,1,Hotbird,,Globecast,Globecast
1487,CGTN R,11585,1,Hotbird,,Globecast,Globecast
1488,CGTN A,11585,1,Hotbird,,Globecast,Globecast
1489,Simay Azadi HD,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1490,RTL 102.5 HD,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1491,RADIOFRECCIA HD,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1492,RADIONORBA TV,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1493,SAT.TV - Hot Bird,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1494,eTa-DemoIBC,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1495,DAYSTAR HD,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1496,RADIO ZETA HD,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1497,RTL 102.5 CALIENTE,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1498,Super!,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1499,People TV,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1500,La C sat,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1501,MARCOPOLO TRAVEL TV,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1502,ER24,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1503,WellTV,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1504,GEB TV,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1505,wedotv Movies,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1506,Vilayet TV,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1507,Baby TV,11642,0,Hotbird,,Al Jazeera,Al Jazeera
1508,TRM h24,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1509,Redlight HD,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1510,Padre Pio Tv,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1511,TELE 5,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1512,Polonia 1,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1513,Water Planet V1,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1514,Water Planet,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1515,Novela Tv V1,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1516,Novela Tv,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1517,TVR International HB,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1518,Radio Italia Tv HD,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1519,EQUtv,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1520,Arte Atelier,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1521,Radio Italia Live,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1522,SURYOYO SAT,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1523,MARCOPOLO,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1524,RDS Social TV 4K test,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1525,Radio Kiss Kiss Tv,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1526,RDS  Social TV,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1527,QVC HD,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1528,CIAO,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1529,TVA Vicenza,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1530,Med TV,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1531,VIDEOLINA,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1532,Teleitalia,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1533,Vivid Red HD,11662,1,Hotbird,,Al Jazeera,Al Jazeera
1534,TF1,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1535,FRANCE 2,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1536,FRANCE 3,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1537,FRANCE 5,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1538,M6,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1539,ARTE,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1540,T18,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1541,W9,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1542,TMC,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1543,TFX,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1544,NOVO 19,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1545,LCP,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1546,FRANCE 4,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1547,CNEWS,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1548,TF1 SERIES FILMS,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1549,L'EQUIPE,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1550,6TER,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1551,RMC STORY,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1552,RMC DECOUVERTE,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1553,RMC LIFE,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1554,LCI,11681,0,Hotbird,,Al Jazeera,Al Jazeera
1555,FATAFEAT,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1556,Discovery,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1557,AL SHARJAH HD,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1558,ABUDHABI TV HD,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1559,ZAD TV,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1560,AL SHARQIYA HD,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1561,AL Arabia HD,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1562,Al Hadath HD,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1563,Sky News Arabia,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1564,Asharq News Channel HD,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1565,Al Mashhad,11747,0,Hotbird,,Al Jazeera,Al Jazeera
1566,Rai 1 HD,11766,1,Hotbird,,Al Jazeera,Al Jazeera
1567,Rai 2 HD,11766,1,Hotbird,,Al Jazeera,Al Jazeera
1568,Rai 3 HD,11766,1,Hotbird,,Al Jazeera,Al Jazeera
1569,Rai 4 HD,11766,1,Hotbird,,Al Jazeera,Al Jazeera
1570,Rai Movie HD,11766,1,Hotbird,,Al Jazeera,Al Jazeera
1571,Rai 4K,11766,1,Hotbird,,Al Jazeera,Al Jazeera
1572,Senato,11766,1,Hotbird,,Al Jazeera,Al Jazeera
1573,EPT2 HD,11823,0,Hotbird,,Euronews,Euronews
1574,COSMOTESport1HD,11823,0,Hotbird,,Euronews,Euronews
1575,COSMOTESport2HD,11823,0,Hotbird,,Euronews,Euronews
1576,M1_TEST1,11823,0,Hotbird,,Euronews,Euronews
1577,ERT World Europe,11823,0,Hotbird,,Euronews,Euronews
1578,Nickelodeon,11823,0,Hotbird,,Euronews,Euronews
1579,nova MAD GREEKZ,11823,0,Hotbird,,Euronews,Euronews
1580,MEGA HD,11823,0,Hotbird,,Euronews,Euronews
1581,EPT1 HD,11823,0,Hotbird,,Euronews,Euronews
1582,Novasports5HD,11823,0,Hotbird,,Euronews,Euronews
1583,SKAI HD,11823,0,Hotbird,,Euronews,Euronews
1584,Novacinema4HD,11823,0,Hotbird,,Euronews,Euronews
1585,Novasports5HD Cy,11823,0,Hotbird,,Euronews,Euronews
1586,SMILE TV,11823,0,Hotbird,,Euronews,Euronews
1587,Novasports3HD Cy,11823,0,Hotbird,,Euronews,Euronews
1588,Novacinema4HD Cy,11823,0,Hotbird,,Euronews,Euronews
1589,Novasports3HD,11823,0,Hotbird,,Euronews,Euronews
1590,ALPHA HD,11823,0,Hotbird,,Euronews,Euronews
1591,BNT 4,11823,0,Hotbird,,Euronews,Euronews
1592,Sky Sport Tennis,11843,1,Hotbird,,Euronews,Euronews
1593,Sky Sport Business 2,11843,1,Hotbird,,Euronews,Euronews
1594,Sky Cinema Due,11843,1,Hotbird,,Euronews,Euronews
1595,DAZN 1,11843,1,Hotbird,,Euronews,Euronews
1596,Prime Video Sportsbar,11843,1,Hotbird,,Euronews,Euronews
1597,Sky Cinema Uno,11843,1,Hotbird,,Euronews,Euronews
1598,Sky Cinema Uno,11843,1,Hotbird,,Euronews,Euronews
1599,MTV HD,11843,1,Hotbird,,Euronews,Euronews
1600,Sky Sport Basket,11843,1,Hotbird,,Euronews,Euronews
1601,Sky Sport,11843,1,Hotbird,,Euronews,Euronews
1602,Sky Sport Arena,11843,1,Hotbird,,Euronews,Euronews
1603,SuperTennis HD,11843,1,Hotbird,,Euronews,Euronews
1604,Sky Sport,11843,1,Hotbird,,Euronews,Euronews
1605,Sky Serie,11843,1,Hotbird,,Euronews,Euronews
1606,Sky Investigation,11843,1,Hotbird,,Euronews,Euronews
1607,Sky Atlantic,11843,1,Hotbird,,Euronews,Euronews
1608,History,11862,0,Hotbird,,Euronews,Euronews
1609,History,11862,0,Hotbird,,Euronews,Euronews
1610,Sky Sport Business 2,11862,0,Hotbird,,Euronews,Euronews
1611,Sky Sport Business 3,11862,0,Hotbird,,Euronews,Euronews
1612,Sky Sport Business 4,11862,0,Hotbird,,Euronews,Euronews
1613,Sky Sport Mix,11862,0,Hotbird,,Euronews,Euronews
1614,Real Time HD,11862,0,Hotbird,,Euronews,Euronews
1615,DMAX HD,11862,0,Hotbird,,Euronews,Euronews
1616,Food Network HD,11862,0,Hotbird,,Euronews,Euronews
1617,K2,11862,0,Hotbird,,Euronews,Euronews
1618,-frisbee-,11862,0,Hotbird,,Euronews,Euronews
1619,Motor Trend HD,11862,0,Hotbird,,Euronews,Euronews
1620,GIALLO HD,11862,0,Hotbird,,Euronews,Euronews
1621,NOVE HD,11862,0,Hotbird,,Euronews,Euronews
1622,HGTV HD,11862,0,Hotbird,,Euronews,Euronews
1623,Sky Cinema Action,11862,0,Hotbird,,Euronews,Euronews
1624,Sky Meteo24,11862,0,Hotbird,,Euronews,Euronews
1625,TG24PrimoPiano,11862,0,Hotbird,,Euronews,Euronews
1626,Sky Meteo 24 Active,11862,0,Hotbird,,Euronews,Euronews
1627,Sky Cinema Comedy,11862,0,Hotbird,,Euronews,Euronews
1628,Sky Sport24,11862,0,Hotbird,,Euronews,Euronews
1629,Sky Sport24,11862,0,Hotbird,,Euronews,Euronews
1630,Sky Sport24,11862,0,Hotbird,,Euronews,Euronews
1631,Nickelodeon,11862,0,Hotbird,,Euronews,Euronews
1632,Sky TG24,11881,1,Hotbird,,Euronews,Euronews
1633,Sky TG24,11881,1,Hotbird,,Euronews,Euronews
1634,Sky TG24 HD,11881,1,Hotbird,,Euronews,Euronews
1635,Sky Sport Business 1,11881,1,Hotbird,,Euronews,Euronews
1636,Unname,11881,1,Hotbird,,Euronews,Euronews
1637,Unname,11881,1,Hotbird,,Euronews,Euronews
1638,LA7CINEMA,11919,1,Hotbird,,Euronews,Euronews
1639,LA7 HD,11919,1,Hotbird,,Euronews,Euronews
1640,DAZN 1,11919,1,Hotbird,,Euronews,Euronews
1641,DAZN 2,11919,1,Hotbird,,Euronews,Euronews
1642,Sky Sport Tennis,11958,1,Hotbird,,Euronews,Euronews
1643,Sky Cinema Uno,11958,1,Hotbird,,Euronews,Euronews
1644,Sky Cinema Uno,11958,1,Hotbird,,Euronews,Euronews
1645,Sky Sport Calcio,11958,1,Hotbird,,Euronews,Euronews
1646,Sky Sport Calcio,11958,1,Hotbird,,Euronews,Euronews
1647,Sky Uno,11958,1,Hotbird,,Euronews,Euronews
1648,Sky Sport Uno,11958,1,Hotbird,,Euronews,Euronews
1649,Sky Sport24,11958,1,Hotbird,,Euronews,Euronews
1650,Sky Sport24,11958,1,Hotbird,,Euronews,Euronews
1651,Sky Sport24,11958,1,Hotbird,,Euronews,Euronews
1652,Sky Atlantic,11958,1,Hotbird,,Euronews,Euronews
1653,DAZN 2,11977,0,Hotbird,,Euronews,Euronews
1654,Sky Documentaries +1,11977,0,Hotbird,,Euronews,Euronews
1655,Sky Investigation +1,11977,0,Hotbird,,Euronews,Euronews
1656,Sky Documentaries +1,11977,0,Hotbird,,Euronews,Euronews
1657,Sky Adventure,11977,0,Hotbird,,Euronews,Euronews
1658,Sky Adventure,11977,0,Hotbird,,Euronews,Euronews
1659,DeAKids +1,11977,0,Hotbird,,Euronews,Euronews
1660,Sky Crime +1,11977,0,Hotbird,,Euronews,Euronews
1661,Sky Crime +1,11977,0,Hotbird,,Euronews,Euronews
1662,Sky Classica,11977,0,Hotbird,,Euronews,Euronews
1663,TG24PrimoPiano,11977,0,Hotbird,,Euronews,Euronews
1664,Sky Cinema Romance,11977,0,Hotbird,,Euronews,Euronews
1665,Sky Sport Max,11977,0,Hotbird,,Euronews,Euronews
1666,Sky Cinema Drama,11977,0,Hotbird,,Euronews,Euronews
1667,Sky Cinema Due +24,11977,0,Hotbird,,Euronews,Euronews
1668,Inter TV,11977,0,Hotbird,,Euronews,Euronews
1669,Discovery +1,11977,0,Hotbird,,Euronews,Euronews
1670,Boomerang +1,11977,0,Hotbird,,Euronews,Euronews
1671,Cartoon Network,11977,0,Hotbird,,Euronews,Euronews
1672,DAZN 3,11996,1,Hotbird,,Euronews,Euronews
1673,Sky Sport,11996,1,Hotbird,,Euronews,Euronews
1674,Nick Jr. +1,11996,1,Hotbird,,Euronews,Euronews
1675,Prime Video Sportsbar,11996,1,Hotbird,,Euronews,Euronews
1676,Caccia e PESCA,11996,1,Hotbird,,Euronews,Euronews
1677,Lazio Style HD,11996,1,Hotbird,,Euronews,Euronews
1678,Sky Sport F1,11996,1,Hotbird,,Euronews,Euronews
1679,Sky Sport MotoGP,11996,1,Hotbird,,Euronews,Euronews
1680,Unname,11996,1,Hotbird,,Euronews,Euronews
1681,Sky Sport Arena,11996,1,Hotbird,,Euronews,Euronews
1682,Sky Cinema Suspense,11996,1,Hotbird,,Euronews,Euronews
1683,Sky Arte,11996,1,Hotbird,,Euronews,Euronews
1684,Sky Arte,11996,1,Hotbird,,Euronews,Euronews
1685,SuperTennis HD,11996,1,Hotbird,,Euronews,Euronews
1686,Sky Sport 4k,11996,1,Hotbird,,Euronews,Euronews
1687,Gambero Rosso HD,11996,1,Hotbird,,Euronews,Euronews
1688,Gambero Rosso HD,11996,1,Hotbird,,Euronews,Euronews
1689,MTV Live HD,12015,0,Hotbird,,RAI,RAI
1690,Nick Music,12015,0,Hotbird,,RAI,RAI
1691,Nick Jr,12015,0,Hotbird,,RAI,RAI
1692,MTV 00s,12015,0,Hotbird,,RAI,RAI
1693,Nickelodeon,12015,0,Hotbird,,RAI,RAI
1694,Comedy Central HD,12015,0,Hotbird,,RAI,RAI
1695,Paramount Network Polska,12015,0,Hotbird,,RAI,RAI
1696,Nicktoons HD,12015,0,Hotbird,,RAI,RAI
1697,MTV Polska HD,12015,0,Hotbird,,RAI,RAI
1698,Polsat Comedy Central Extra,12015,0,Hotbird,,RAI,RAI
1699,Unname,12015,0,Hotbird,,RAI,RAI
1700,MTV Commercial,12015,0,Hotbird,,RAI,RAI
1701,Comedy Central HD,12015,0,Hotbird,,RAI,RAI
1702,Paramount Network Polska,12015,0,Hotbird,,RAI,RAI
1703,Unname,12015,0,Hotbird,,RAI,RAI
1704,VOD 202,12015,0,Hotbird,,RAI,RAI
1705,VOD 203,12015,0,Hotbird,,RAI,RAI
1706,VOD 204,12015,0,Hotbird,,RAI,RAI
1707,VOD 205,12015,0,Hotbird,,RAI,RAI
1708,VOD 206,12015,0,Hotbird,,RAI,RAI
1709,VOD 207,12015,0,Hotbird,,RAI,RAI
1710,VOD 208,12015,0,Hotbird,,RAI,RAI
1711,Nicktoons HD,12015,0,Hotbird,,RAI,RAI
1712,Comedy Central,12034,1,Hotbird,,RAI,RAI
1713,Nick Jr,12034,1,Hotbird,,RAI,RAI
1714,MTV Music,12034,1,Hotbird,,RAI,RAI
1715,MTV Music,12034,1,Hotbird,,RAI,RAI
1716,Class CNBC,12034,1,Hotbird,,RAI,RAI
1717,VALUE 24 TV,12034,1,Hotbird,,RAI,RAI
1718,BIKE,12034,1,Hotbird,,RAI,RAI
1719,Sky Serie Maratone,12034,1,Hotbird,,RAI,RAI
1720,Classica HD,12034,1,Hotbird,,RAI,RAI
1721,Sky Arte +1,12034,1,Hotbird,,RAI,RAI
1722,Sky Cinema Uno +24,12034,1,Hotbird,,RAI,RAI
1723,Fox News,12034,1,Hotbird,,RAI,RAI
1724,Sky News,12034,1,Hotbird,,RAI,RAI
1725,Sky Arte,12034,1,Hotbird,,RAI,RAI
1726,Sky Arte,12034,1,Hotbird,,RAI,RAI
1727,CNN Intl.,12034,1,Hotbird,,RAI,RAI
1728,Deejay TV,12034,1,Hotbird,,RAI,RAI
1729,Documentari HD,12034,1,Hotbird,,RAI,RAI
1730,Sky Sport Info,12034,1,Hotbird,,RAI,RAI
1731,DeAJunior,12034,1,Hotbird,,RAI,RAI
1732,Bambini HD,12034,1,Hotbird,,RAI,RAI
1733,News HD,12034,1,Hotbird,,RAI,RAI
1734,Cinema HD,12034,1,Hotbird,,RAI,RAI
1735,Primafila HD,12034,1,Hotbird,,RAI,RAI
1736,Sport HD,12034,1,Hotbird,,RAI,RAI
1737,Cartoon Network +1,12034,1,Hotbird,,RAI,RAI
1738,Intrattenim. HD,12034,1,Hotbird,,RAI,RAI
1739,Sky Sport HD,12034,1,Hotbird,,RAI,RAI
1740,DeAKids,12034,1,Hotbird,,RAI,RAI
1741,Sky Atlantic +1,12034,1,Hotbird,,RAI,RAI
1742,Milan TV,12034,1,Hotbird,,RAI,RAI
1743,Sky Uno +1,12034,1,Hotbird,,RAI,RAI
1744,Nickelodeon +1,12034,1,Hotbird,,RAI,RAI
1745,Fox Business,12034,1,Hotbird,,RAI,RAI
1746,Dorcel Club,12034,1,Hotbird,,RAI,RAI
1747,CACCIA e Pesca,12034,1,Hotbird,,RAI,RAI
1748,Boomerang,12034,1,Hotbird,,RAI,RAI
1749,Nick Jr,12054,0,Hotbird,,RAI,RAI
1750,DAZN 2,12054,0,Hotbird,,RAI,RAI
1751,BIKE,12054,0,Hotbird,,RAI,RAI
1752,TV2000 HD,12054,0,Hotbird,,RAI,RAI
1753,CNBC HD,12054,0,Hotbird,,RAI,RAI
1754,Sky Sport 4k,12054,0,Hotbird,,RAI,RAI
1755,Comedy Central,12073,1,Hotbird,,RAI,RAI
1756,History,12073,1,Hotbird,,RAI,RAI
1757,History,12073,1,Hotbird,,RAI,RAI
1758,DAZN 2,12073,1,Hotbird,,RAI,RAI
1759,Sky Sport,12073,1,Hotbird,,RAI,RAI
1760,Eurosport 1,12073,1,Hotbird,,RAI,RAI
1761,cielo,12073,1,Hotbird,,RAI,RAI
1762,cielo,12073,1,Hotbird,,RAI,RAI
1763,Eurosport 2,12073,1,Hotbird,,RAI,RAI
1764,Sky Sport,12073,1,Hotbird,,RAI,RAI
1765,Sky Sport,12073,1,Hotbird,,RAI,RAI
1766,TV8 HD,12073,1,Hotbird,,RAI,RAI
1767,TV8 HD,12073,1,Hotbird,,RAI,RAI
1768,Sky Cinema Comedy,12073,1,Hotbird,,RAI,RAI
1769,Sky Sport 4k,12073,1,Hotbird,,RAI,RAI
1770,Al Jazeera Documentary,12111,1,Hotbird,,RAI,RAI
1771,Al Jazeera Mubasher,12111,1,Hotbird,,RAI,RAI
1772,RTP International,12111,1,Hotbird,,RAI,RAI
1773,mta-muslim tv,12111,1,Hotbird,,RAI,RAI
1774,MTA3 - Al Arabia,12111,1,Hotbird,,RAI,RAI
1775,AL24 News test,12149,1,Hotbird,,RAI,RAI
1776,Tunisie Nationale,12149,1,Hotbird,,RAI,RAI
1777,San Marino RTV HD,12149,1,Hotbird,,RAI,RAI
1778,San Marino RTV HD,12149,1,Hotbird,,RAI,RAI
1779,BAYYINAT,12149,1,Hotbird,,RAI,RAI
